gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
ON170337.1_CDS_0011	11152	10934	-	ON170337.1	21.4	2186	61.0	0.454	3.956e-14	AB981170_p8	2186	71.529686	8.934238829605038e-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	2186	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170337.1_CDS_0012	11403	11155	-	ON170337.1	8.6	969	83.0	0.52	9.028e-22	p438115 VI_01058	969	80.808754	1.4476003065064507e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	969	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170337.1_CDS_0013	11615	11406	-	ON170337.1	42.9	11094	154.0	1.0	8.024999999999999e-47	AB981170_p6	11094	151.815063	9.394922532262257e-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	11094	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170337.1_CDS_0014	11824	11615	-	ON170337.1	11.0	14400	153.0	1.0	1.512e-46	AB981170_p5	14400	146.056183	5.912757127802148e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	14400	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170337.1_CDS_0015	12102	11824	-	ON170337.1	36.6	6333	133.0	0.705	6.647999999999999e-39	p437358 VI_05501	6333	115.851509	2.0462870232777746e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	6333	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170337.1_CDS_0016	12357	12112	-	ON170337.1	27.3	13407	190.0	1.0	9.388e-59	p437357 VI_05501	13407	160.149567	1.9197277347879366e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	13407	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170337.1_CDS_0017	12683	12357	-	ON170337.1	38.7	2866	147.0	0.674	1.229e-43	NC_023586_p5	2866	140.1241	7.131212768022241e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	2866	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170337.1_CDS_0018	12876	13166	+	ON170337.1	27.5	638	64.0	0.445	6.467e-14	p438490 VI_02648	638	76.259262	4.3788597923222595e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	638	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0001	277	1080	+	AY242528.1	57.2	16222	336.0	0.854	1.5209999999999998e-107	p441732 VI_02990	453	402.156036	7.933140793659738e-120	No_custom_HMM	No_custom_HMM	No_custom_HMM	16222	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0002	1085	1423	+	AY242528.1	46.8	1410	219.0	0.925	1.5389999999999999e-68	p438987 VI_07698	1410	183.764816	1.6632213844202847e-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	1410	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0003	1433	1678	+	AY242528.1	29.9	2924	126.0	0.753	5.885e-37	p441921 VI_08397	2924	130.441681	4.820163260058383e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	2924	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0004	1690	1824	+	AY242528.1	24.9	28600	89.0	0.934	1.0629999999999999e-23	AF452449_p5	3354	90.433578	9.27494483177269e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	28600	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0005	1954	3435	+	AY242528.1	130.0	1698	126.0	0.225	2.553e-31	p419409 VI_03277	1698	524.188782	1.2228172445418394e-156	No_custom_HMM	No_custom_HMM	No_custom_HMM	1698	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein; receptor binding	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0006	3450	3752	+	AY242528.1	1.8	306	100.0	0.538	4.111e-27	p441924 VI_08397	306	63.517612	5.586810751947682e-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	306	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein Ace-like	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0007	3755	4909	+	AY242528.1	91.9	197	151.0	0.353	1.7719999999999998e-41	p439678 VI_01075	197	311.616791	2.8664802787896072e-92	No_custom_HMM	No_custom_HMM	No_custom_HMM	197	Pyrodigal-gv_0.3.1	CDS	#ff59f5	Zot-like toxin	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0008	6476	6102	-	AY242528.1	16.7	1668	227.0	0.885	5.192e-71	p440314 VI_06404	1668	204.549301	8.081340971896668e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	1668	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0009	6900	6436	-	AY242528.1	30.0	638	194.0	0.653	6.617e-59	p438490 VI_02648	638	169.37619	8.504525470160378e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	638	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY242528.1_CDS_0010	7328	7531	+	AY242528.1	10.3	2419	115.0	0.83	4.847e-33	p439431 VI_09332	2419	131.494049	2.2336391985225123e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	2419	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0001	1	912	+	MH617298.1	45.6	197	164.0	0.441	6.397e-46	p439678 VI_01075	197	230.76767	9.369634077810466e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	197	Pyrodigal-gv_0.3.1	CDS	#ff59f5	Zot-like toxin	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0002	961	1227	+	MH617298.1	10.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0003	1232	1471	+	MH617298.1	9.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0004	1958	2770	+	MH617298.1	66.7	453	65.0	0.265	7.115e-13	p438425 VI_01048	453	69.296104	7.761955269895812e-19	No_custom_HMM	No_custom_HMM	No_custom_HMM	453	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0005	2763	3014	+	MH617298.1	16.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0006	3014	3178	+	MH617298.1	2.3	9110	42.0	0.395	6.968e-08	p443234 VI_09152	9110	38.914188	1.7371038086591319e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	9110	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0007	3183	3308	+	MH617298.1	11.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	2374	34.386078	3.187785614517048e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	2374	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0008	3369	4796	+	MH617298.1	115.8	20131	62.0	0.324	9.088e-12	p440868 VI_12192	7568	71.519722	1.765381654465463e-19	No_custom_HMM	No_custom_HMM	No_custom_HMM	20131	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0009	4789	5067	+	MH617298.1	25.8	1242	46.0	0.302	2.693e-08	p296981 VI_03025	1242	72.157715	6.069329071351811e-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	1242	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617298.1_CDS_0010	5067	5177	+	MH617298.1	11.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0001	288	2438	+	NC_001956.1	172.3	91	429.0	0.535	5.68e-132	p366473 VI_12023	91	552.300476	4.955317085999835e-165	No_custom_HMM	No_custom_HMM	No_custom_HMM	91	Pyrodigal-gv_0.3.1	CDS	#ffdf59	nicking at origin of replication	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0002	2435	2749	+	NC_001956.1	35.8	5738	168.0	0.792	6.667e-51	p419412 VI_03277	5738	148.539536	1.522265503163858e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	5738	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0003	2876	2992	+	NC_001956.1	2.7	31084	99.0	1.0	2.978e-28	NC_021562_p5	31084	108.452438	1.7942089446992082e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	31084	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0004	3017	3238	+	NC_001956.1	29.4	1646	56.0	0.437	1.509e-12	p443014 VI_02646	1646	75.453583	6.6193513358181386e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	1646	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major coat protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0005	3287	4813	+	NC_001956.1	104.7	1698	152.0	0.311	8.143e-40	p419409 VI_03277	1698	405.628967	1.002379133465752e-120	No_custom_HMM	No_custom_HMM	No_custom_HMM	1698	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein; receptor binding	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0006	4820	5170	+	NC_001956.1	21.9	1944	124.0	0.624	2.572e-35	NC_001954_p6	1944	124.718933	4.729694122574113e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	1944	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0007	5193	6278	+	NC_001956.1	70.2	1675	582.0	0.787	2.559e-189	p443643 VI_01773	1675	517.58844	3.963251547619047e-155	No_custom_HMM	No_custom_HMM	No_custom_HMM	1675	Pyrodigal-gv_0.3.1	CDS	#3e83f6	morphogenesis (protein I of M13)	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0008	6259	7761	+	NC_001956.1	104.3	1012	400.0	0.528	1.9189999999999998e-125	p443333 VI_09893	1012	457.416138	6.937597037889362e-137	No_custom_HMM	No_custom_HMM	No_custom_HMM	1012	Pyrodigal-gv_0.3.1	CDS	#3e83f6	assembly (protein IV of M13)	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0009	7951	7715	-	NC_001956.1	4.8	1668	152.0	0.986	6.088e-45	p440314 VI_06404	1668	132.518524	1.6456406411223571e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	1668	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001956.1_CDS_0010	8650	8384	-	NC_001956.1	11.7	929	144.0	0.786	3.215e-42	p442863 VI_07506	929	111.1399	5.081158096188013e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	929	Pyrodigal-gv_0.3.1	CDS	#ff59f5	RstB sensor of two protein system	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
JX412914.1_CDS_0001	1	831	+	JX412914.1	73.5	8855	241.0	1.0	5.426e-76	JF719734_p2	8855	323.529999	2.0403331552891086e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	8855	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
JX412914.1_CDS_0002	843	1106	+	JX412914.1	24.9	1199	108.0	0.62	2.3390000000000002e-30	p382337 VI_06652	1199	107.28096	6.679207424215629e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	1199	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
JX412914.1_CDS_0003	1301	1522	+	JX412914.1	6.5	1646	76.0	0.526	1.365e-19	p443014 VI_02646	1646	92.636177	2.8759103192366403e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	1646	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major coat protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
JX412914.1_CDS_0004	1579	2853	+	JX412914.1	173.0	8482	769.0	0.868	6.435999999999999e-253	p440642 VI_11161	8482	869.718384	6.560740067095883e-262	No_custom_HMM	No_custom_HMM	No_custom_HMM	8482	Pyrodigal-gv_0.3.1	CDS	#3e83f6	attachment protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
JX412914.1_CDS_0005	2856	3194	+	JX412914.1	29.7	1944	123.0	0.563	3.528e-35	NC_001954_p6	1944	136.893982	7.899765217983196e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	1944	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
JX412914.1_CDS_0006	3196	4242	+	JX412914.1	109.8	1675	578.0	0.778	8.172999999999999e-188	p443643 VI_01773	1675	542.793091	8.610456914796619e-163	No_custom_HMM	No_custom_HMM	No_custom_HMM	1675	Pyrodigal-gv_0.3.1	CDS	#3e83f6	morphogenesis (protein I of M13)	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
JX412914.1_CDS_0007	4220	5500	+	JX412914.1	139.6	1012	402.0	0.522	7.49e-126	p443333 VI_09893	1012	457.764008	5.439705155496288e-137	No_custom_HMM	No_custom_HMM	No_custom_HMM	1012	Pyrodigal-gv_0.3.1	CDS	#3e83f6	assembly (protein IV of M13)	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
JX412914.1_CDS_0008	6006	6407	+	JX412914.1	3.1	702	103.0	0.431	5.938000000000001e-25	p439551 VI_11958	702	123.47541	2.2802965026705135e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	702	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0001	1	591	+	AB012574.1	51.8	16222	408.0	0.982	2.433e-132	p441732 VI_02990	16222	310.025635	1.0396338582866373e-92	No_custom_HMM	No_custom_HMM	No_custom_HMM	16222	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0002	595	948	+	AB012574.1	48.3	1410	207.0	0.864	3.793e-64	p438987 VI_07698	1410	178.067444	9.760182251937471e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	1410	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0003	960	1205	+	AB012574.1	23.3	2924	136.0	0.803	2.943e-40	p441921 VI_08397	2924	133.587097	5.028849091292228e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	2924	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0004	1216	1449	+	AB012574.1	38.0	6548	132.0	0.815	8.264999999999999e-39	p438799 VI_03568	6548	134.538803	2.3030916698686494e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	6548	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major coat protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0005	1583	3058	+	AB012574.1	114.6	1698	200.0	0.322	1.562e-55	p419409 VI_03277	1698	607.761353	5.91410014834438e-182	No_custom_HMM	No_custom_HMM	No_custom_HMM	1698	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein; receptor binding	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0006	3060	3374	+	AB012574.1	34.3	306	129.0	0.62	2.7809999999999997e-37	p441924 VI_08397	306	78.834732	9.885704929118571e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	306	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein Ace-like	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0007	3371	4513	+	AB012574.1	72.8	197	173.0	0.396	5.037e-49	p439678 VI_01075	197	309.195099	1.5546531182378116e-91	No_custom_HMM	No_custom_HMM	No_custom_HMM	197	Pyrodigal-gv_0.3.1	CDS	#ff59f5	Zot-like toxin	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0008	5606	4821	-	AB012574.1	61.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0009	6064	5696	-	AB012574.1	28.5	1668	236.0	0.924	3.631e-74	p440314 VI_06404	1668	203.185989	2.136576744961908e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	1668	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0010	6488	6042	-	AB012574.1	38.7	638	173.0	0.596	6.481e-52	p438490 VI_02648	638	164.710754	2.3344922093564363e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	638	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0011	6601	7212	+	AB012574.1	45.4	24017	291.0	0.808	2.122e-91	p441158 VI_08396	24017	300.71463	8.677908649068558e-90	No_custom_HMM	No_custom_HMM	No_custom_HMM	24017	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0012	7209	7424	+	AB012574.1	21.0	3104	124.0	0.913	1.2900000000000002e-36	p438373 VI_08392	3104	144.540237	1.5659886251350247e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	3104	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB012574.1_CDS_0013	7408	7965	+	AB012574.1	34.9	27563	410.0	1.0	3.1139999999999997e-133	p441742 VI_02990	27563	285.627594	1.8509211654166964e-85	No_custom_HMM	No_custom_HMM	No_custom_HMM	27563	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617117.1_CDS_0001	1	1200	+	MH617117.1	37.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617117.1_CDS_0002	1264	1773	+	MH617117.1	68.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617117.1_CDS_0003	1763	2455	+	MH617117.1	72.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617117.1_CDS_0004	2452	3858	+	MH617117.1	142.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617117.1_CDS_0005	4162	4398	+	MH617117.1	29.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH617117.1_CDS_0006	4398	4634	+	MH617117.1	9.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH206184.1_CDS_0001	1	1041	+	MH206184.1	43.5	2969	859.0	1.0	6.899e-286	p442188 VI_08542	2969	763.025391	6.26345663848021e-230	No_custom_HMM	No_custom_HMM	No_custom_HMM	2969	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH206184.1_CDS_0002	1038	1334	+	MH206184.1	30.9	1199	112.0	0.61	9.854000000000001e-32	p382337 VI_06652	1199	116.648308	8.007965651652685e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	1199	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH206184.1_CDS_0003	1338	1589	+	MH206184.1	26.0	969	109.0	0.655	7.351e-31	p438115 VI_01058	969	108.939789	2.407267130319928e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	969	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
