gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
MN062703.1_CDS_0051	37799	37587	-	MN062703.1	40.2	4607	135.0	0.883	4.901e-39	MG839030_p50	4607	111.416481	2.353588515556926e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	4607	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0052	38115	37876	-	MN062703.1	52.9	4634	117.0	0.795	1.1e-32	MH045558_p53	4634	116.126572	1.2136382082731706e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	4634	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0053	38480	38208	-	MN062703.1	73.4	3939	119.0	0.754	2.8139999999999998e-33	NC_028934_p75	3939	124.678345	3.360740761409718e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	3939	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0054	38816	38550	-	MN062703.1	67.7	4068	104.0	0.68	2.248e-28	p55449 VI_04055	4068	122.685379	1.6585036847448976e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	4068	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0055	39365	38871	-	MN062703.1	76.9	4626	167.0	0.77	1.039e-49	MG839019_p56	4626	150.067245	4.58648056774968e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	4626	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0056	39541	39362	-	MN062703.1	9.4	4304	119.0	0.953	1.172e-33	MH045565_p58	4304	113.716393	5.3800350840970496e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	4304	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0057	40271	39543	-	MN062703.1	146.6	421	72.0	0.217	4.118e-14	EU676000_p47	421	195.896896	1.4615765489719156e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	421	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	unknown function	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0058	40704	40366	-	MN062703.1	87.7	4158	109.0	0.697	1.7879999999999998e-29	MG944216_p53	4158	175.102814	1.2165458969900335e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	4158	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0059	41108	40749	-	MN062703.1	47.3	4362	91.0	0.393	1.2409999999999998e-22	MH045559_p60	4362	122.525612	3.150148449459618e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	4362	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0060	41305	41105	-	MN062703.1	11.2	4674	49.0	0.535	3.044e-09	MG839029_p61	4674	42.421741	1.2561610595335559e-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	4674	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN062703.1_CDS_0061	41920	42396	+	MN062703.1	46.4	4232	146.0	0.616	2.417e-41	MG839019_p63	4232	154.197922	5.4027898522005034e-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	4232	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0001	16	510	+	AY055382.1	43.7	83	114.0	0.411	3.3780000000000004e-30	p403642 VI_03420	83	205.006317	2.504051753276005e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	83	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0002	507	2240	+	AY055382.1	143.1	4914	245.0	0.659	1.219e-74	NC_024355_p19	9	655.616638	3.4069429724821387e-196	No_custom_HMM	No_custom_HMM	No_custom_HMM	4914	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0003	2252	2434	+	AY055382.1	16.6	502	66.0	0.592	2.989e-15	p140989 VI_04865	502	98.517662	2.2506235082214797e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	502	Pyrodigal-gv_0.3.1	CDS	#ff59f5	membrane protein	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0004	2434	3675	+	AY055382.1	111.1	12	330.0	0.475	4.629e-100	p213127 VI_06558	12	488.24646	1.0797735496399724e-145	No_custom_HMM	No_custom_HMM	No_custom_HMM	12	Pyrodigal-gv_0.3.1	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0005	3653	4303	+	AY055382.1	79.5	22327	182.0	1.0	1.646e-55	p98254 VI_02405	80	258.606934	3.7270245763555827e-76	No_custom_HMM	No_custom_HMM	No_custom_HMM	22327	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0006	4318	5523	+	AY055382.1	189.0	15928	218.0	0.803	1.377e-66	p268325 VI_08160	10	344.985931	2.82674062304874e-102	No_custom_HMM	No_custom_HMM	No_custom_HMM	15928	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0007	5574	5774	+	AY055382.1	18.7	1020	142.0	1.0	6.841000000000001e-42	p389352 VI_08089	1020	143.178497	4.362807856140994e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	1020	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0008	5777	6100	+	AY055382.1	37.0	40	77.0	0.404	2.912e-18	KY653124_p48	40	118.82238	3.941992827105009e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	40	Pyrodigal-gv_0.3.1	CDS	#35d7ff	head-tail adaptor Ad1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0009	6097	6501	+	AY055382.1	30.4	25	46.0	0.286	2.442e-07	p259995 VI_06031	25	139.621628	3.9265520964048245e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	25	Pyrodigal-gv_0.3.1	CDS	#35d7ff	head closure Hc1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0010	6473	6985	+	AY055382.1	38.9	879	326.0	0.927	1.353e-103	p229892 VI_02835	879	304.803345	3.3481977429375807e-91	No_custom_HMM	No_custom_HMM	No_custom_HMM	879	Pyrodigal-gv_0.3.1	CDS	#35d7ff	tail completion or Neck1 protein	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0011	6982	7542	+	AY055382.1	62.3	10113	178.0	1.0	6.215e-54	p393432 VI_07299	209	212.559113	6.084576484637071e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	10113	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0012	7546	7710	+	AY055382.1	13.5	208	73.0	0.665	1.096e-17	p214516 VI_11490	208	88.742165	3.277578743230066e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	208	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0013	7700	9196	+	AY055382.1	164.2	165	503.0	0.547	5.49e-159	p220370 VI_01324	165	738.419312	6.194413966532002e-222	No_custom_HMM	No_custom_HMM	No_custom_HMM	165	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0014	9196	9552	+	AY055382.1	45.3	185	109.0	0.499	3.5289999999999997e-29	p294008 VI_10484	185	149.027206	1.1455053140397537e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	185	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail tube protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0015	9549	9875	+	AY055382.1	26.8	166	82.0	0.455	4.4210000000000004e-20	p131196 VI_08606	166	97.8657	1.3744832238735264e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	166	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0016	9960	11888	+	AY055382.1	232.4	17727	504.0	0.617	1.0320000000000001e-159	p417437 VI_07567	17727	751.066711	8.39693656249732e-226	No_custom_HMM	No_custom_HMM	No_custom_HMM	17727	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0017	11922	12935	+	AY055382.1	74.1	184	268.0	0.451	3.5210000000000005e-78	p205820 VI_09957	184	346.138947	6.185297425390932e-103	No_custom_HMM	No_custom_HMM	No_custom_HMM	184	Pyrodigal-gv_0.3.1	CDS	#07e9a2	baseplate hub	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0018	13259	14317	+	AY055382.1	107.9	177	367.0	0.548	9.909999999999999e-114	p166740 VI_07350	177	544.106934	1.0948979228594596e-162	No_custom_HMM	No_custom_HMM	No_custom_HMM	177	Pyrodigal-gv_0.3.1	CDS	#07e9a2	baseplate hub	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0019	14317	14850	+	AY055382.1	58.4	28548	71.0	0.659	2.218e-16	p430812 VI_08687	28548	63.011681	5.1426133344070184e-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	28548	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0020	14855	15268	+	AY055382.1	30.4	180	111.0	0.546	1.0879999999999999e-29	p189333 VI_09191	180	171.947388	1.1917804654942095e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	180	Pyrodigal-gv_0.3.1	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0021	15261	15785	+	AY055382.1	72.0	2103	327.0	0.901	1.828e-102	p226045 VI_12003	2103	275.497314	2.0240824186776397e-82	No_custom_HMM	No_custom_HMM	No_custom_HMM	2103	Pyrodigal-gv_0.3.1	CDS	#07e9a2	baseplate protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0022	15820	16341	+	AY055382.1	46.3	1608	185.0	0.532	2.208e-53	p256756 VI_05872	1608	212.184082	9.105959741264809e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	1608	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0023	16344	16931	+	AY055382.1	57.3	203	184.0	0.525	6.819999999999999e-54	p254897 VI_05641	203	253.615295	2.3527088306934333e-75	No_custom_HMM	No_custom_HMM	No_custom_HMM	203	Pyrodigal-gv_0.3.1	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0024	16918	18480	+	AY055382.1	143.8	5454	376.0	0.756	1.883e-119	NC_031940_p31	454	233.937302	8.072516629006158e-69	No_custom_HMM	No_custom_HMM	No_custom_HMM	5454	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0025	18480	19049	+	AY055382.1	45.5	136	202.0	0.567	1.9659999999999998e-60	p240703 VI_01691	136	217.110901	3.696132192903336e-64	No_custom_HMM	No_custom_HMM	No_custom_HMM	136	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail fiber assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0026	20341	19334	-	AY055382.1	68.3	3320	689.0	0.976	2.442e-226	p345840 VI_06372	3320	642.110901	3.2707028930284534e-193	No_custom_HMM	No_custom_HMM	No_custom_HMM	3320	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0027	22206	21217	-	AY055382.1	83.0	14425	121.0	0.422	1.22e-32	p304853 VI_09788	1	192.914734	3.0256554073885727e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	14425	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0028	22435	22208	-	AY055382.1	13.1	1266	105.0	0.698	1.484e-28	p179714 VI_11250	1266	107.5149	4.707408563606893e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	1266	Pyrodigal-gv_0.3.1	CDS	#fea328	excisionase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0029	23044	22475	-	AY055382.1	49.9	14078	191.0	0.55	5.7050000000000005e-55	p356342 VI_10340	255	294.12442	3.69728209124795e-87	No_custom_HMM	No_custom_HMM	No_custom_HMM	14078	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0030	23881	23048	-	AY055382.1	69.1	12449	106.0	0.375	9.909e-27	p295291 VI_09549	60	162.127243	6.68896932416129e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	12449	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0031	24495	23878	-	AY055382.1	73.3	8171	108.0	0.945	4.776e-28	p139954 VI_10035	368	148.67514	5.2332403924026415e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	8171	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0032	25007	24492	-	AY055382.1	56.0	1583	220.0	0.646	8.241e-67	p433316 VI_07044	1583	200.472229	7.5794398923424794e-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	1583	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0033	25234	25004	-	AY055382.1	11.6	5994	186.0	1.0	1.056e-56	p132749 VI_11978	5994	178.922073	2.2771497256641423e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	5994	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0034	25844	25305	-	AY055382.1	72.6	318	275.0	0.754	1.411e-85	p402927 VI_10515	318	334.572632	1.3371780474582903e-99	No_custom_HMM	No_custom_HMM	No_custom_HMM	318	Pyrodigal-gv_0.3.1	CDS	#838383	deoxyribonucleoside 5' monophosphate phosphatase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0035	26808	25981	-	AY055382.1	105.4	210	232.0	0.498	1.01e-68	NC_031251_p48	210	352.476013	2.857641319367445e-105	No_custom_HMM	No_custom_HMM	No_custom_HMM	210	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0036	27237	26866	-	AY055382.1	37.2	204	141.0	0.622	1.702e-40	p371814 VI_11565	204	143.89827	6.572342525975789e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	204	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0037	28748	28053	-	AY055382.1	51.6	35195	299.0	1.0	9.913e-95	NC_031940_p53	35195	330.903015	1.7746338433367584e-99	No_custom_HMM	No_custom_HMM	No_custom_HMM	35195	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0038	28846	29070	+	AY055382.1	24.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	3	36.137379	1.2239575562842987e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	3	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0039	29099	29653	+	AY055382.1	66.1	7487	255.0	0.981	9.737e-80	p318541 VI_10398	7487	216.48912	1.5686974510951207e-64	No_custom_HMM	No_custom_HMM	No_custom_HMM	7487	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0040	29650	30807	+	AY055382.1	71.3	821	580.0	0.985	3.661e-189	p367008 VI_07491	821	623.339417	1.9797991221207418e-187	No_custom_HMM	No_custom_HMM	No_custom_HMM	821	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0041	30804	31028	+	AY055382.1	9.6	1153	113.0	1.0	8.514e-32	p113700 VI_02986	1153	151.198349	9.296250749136752e-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	1153	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0042	31025	31843	+	AY055382.1	77.3	26426	212.0	0.871	6.395e-65	p299992 VI_08034	270	290.275757	5.68979696314648e-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	26426	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0043	31845	32327	+	AY055382.1	22.1	1324	231.0	0.704	1.093e-70	p211665 VI_01841	1324	220.368439	2.3425796570261726e-65	No_custom_HMM	No_custom_HMM	No_custom_HMM	1324	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional activator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0044	32327	33220	+	AY055382.1	73.1	33262	349.0	0.856	9.15e-106	p218185 VI_09895	111	350.332642	3.206844511182831e-104	No_custom_HMM	No_custom_HMM	No_custom_HMM	33262	Pyrodigal-gv_0.3.1	CDS	#ff59f5	phosphoadenosine phosphosulfate reductase	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0045	33217	33606	+	AY055382.1	25.3	1532	136.0	0.927	4.255e-39	p343398 VI_10997	34	184.867752	4.356900535247982e-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	1532	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0046	33623	34483	+	AY055382.1	87.8	129	377.0	0.663	2.265e-119	p63413 VI_01633	129	402.176208	2.9894306091202176e-120	No_custom_HMM	No_custom_HMM	No_custom_HMM	129	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0047	34491	35246	+	AY055382.1	53.0	96	368.0	0.698	1.2649999999999999e-114	NC_005856_p103	96	383.325531	2.1032046764048255e-114	No_custom_HMM	No_custom_HMM	No_custom_HMM	96	Pyrodigal-gv_0.3.1	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0048	35320	35481	+	AY055382.1	1.5	23141	131.0	1.0	1.0529999999999999e-37	p385681 VI_08023	23141	129.533676	6.732336258375753e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	23141	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0049	35492	36115	+	AY055382.1	32.0	753	175.0	0.596	2.3989999999999997e-51	p335456 VI_09082	753	224.6082	1.6226046646343302e-66	No_custom_HMM	No_custom_HMM	No_custom_HMM	753	Pyrodigal-gv_0.3.1	CDS	#a861e3	anti-termination protein Q-like	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0050	36248	36505	+	AY055382.1	31.4	3501	195.0	1.0	1.15e-59	p167017 VI_03309	3501	184.334503	5.390900708373287e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	3501	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0051	36869	36435	-	AY055382.1	4.6	5286	55.0	0.32	6.696e-10	p111380 VI_01789	5286	64.832962	2.067849635613669e-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	5286	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0052	37037	37342	+	AY055382.1	27.0	126	84.0	0.525	1.529e-20	p223436 VI_03133	126	88.060677	7.402243018165584e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	126	Pyrodigal-gv_0.3.1	CDS	#f35f49	holin/anti-holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0053	37379	37993	+	AY055382.1	59.6	181	194.0	0.508	3.437e-57	p199731 VI_00081	181	305.037933	3.459188942629343e-90	No_custom_HMM	No_custom_HMM	No_custom_HMM	181	Pyrodigal-gv_0.3.1	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0054	37990	38475	+	AY055382.1	35.0	13	218.0	0.704	1.676e-66	p99192 VI_11084	13	228.977142	5.0305746938236465e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	13	Pyrodigal-gv_0.3.1	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0055	38687	39106	+	AY055382.1	36.6	129	143.0	0.539	1.509e-38	p63413 VI_01633	129	170.054657	1.7891975588390813e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	129	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0056	39326	39628	+	AY055382.1	32.7	4827	169.0	0.811	2.592e-50	p347706 VI_02567	4827	157.927521	1.4272701683639648e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	4827	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AY055382.1_CDS_0057	39689	40039	+	AY055382.1	24.5	144	115.0	0.545	6.271e-31	p226223 VI_00940	144	155.625046	1.9344346689150038e-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	144	Pyrodigal-gv_0.3.1	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OP185508.1_CDS_0001	1021	1479	+	OP185508.1	35.1	2226	174.0	0.597	3.442e-51	HQ641343_p1	2226	185.268829	9.093865031722226e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	2226	Pyrodigal-gv_0.3.1	CDS	#838383	SAM-dependent methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OP185508.1_CDS_0002	1481	1678	+	OP185508.1	4.7	2385	94.0	0.708	6.847e-25	NC_011042_p4	2385	98.706749	3.2812345849946705e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	2385	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
OP185508.1_CDS_0003	1662	1925	+	OP185508.1	10.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	8393	50.457382	5.01173794819507e-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	8393	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
