locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
BK028848.1_14					phrog_15077		PHROG:phrog_15077	241	1.2e-23	80.3		hypothetical
BK028848.1_15												Hypothetical
BK028848.1_16												Hypothetical
BK028848.1_17		K03657	COG0210		phrog_1967	VOG03885	COG:COG0210	745	2.1e-279	926.3		Superfamily I DNA or RNA helicase
BK028848.1_18	K08723	K08723	COG1011		phrog_8468		FOAM:K08723	228	8.6e-60	198.8	3.1.3.5	yjjG; 5'-nucleotidase
BK028848.1_19												Hypothetical
BK028848.1_20	K03215	K03215	COG2265		phrog_11787	VOG01191	FOAM:K03215	456	2.1e-142	472.3	2.1.1.190	rumA; 23S rRNA (uracil1939-C5)-methyltransferase
BK028848.1_21		K06400	COG1961		phrog_95	VOG00303	PHROG:phrog_95	309	1.4e-82	274.1		integrase
BK028848.1_22												Hypothetical
BK028848.1_23												Hypothetical
BK028848.1_24												Hypothetical
BK028848.1_25			COG5579				COG:COG5579	72	1.1e-35	120.0		Uncharacterized conserved protein, DUF1810 family
BK029593.1_1												Hypothetical
BK029593.1_2			COG1533		phrog_13321		PHROG:phrog_13321	303	1e-91	303.9		hypothetical
BK029593.1_3												Hypothetical
BK029593.1_4												Hypothetical
BK029593.1_5												Hypothetical
BK029593.1_6												Hypothetical
BK029593.1_7												Hypothetical
BK029593.1_8						VOG00144	VOG:VOG00144	349	1.2e-31	106.8		Uncharacterized 7.8 kDa protein in ral-gp17 intergenic region
BK029593.1_9												Hypothetical
BK029593.1_10												Hypothetical
BK029593.1_11		K07560	COG1490				COG:COG1490	150	6.8e-69	227.2		D-aminoacyl-tRNA deacylase
BK029593.1_12		K03548	COG0628		phrog_24681		COG:COG0628	447	4.7e-80	266.7		Predicted PurR-regulated permease PerM
BK029593.1_13		K14058	COG0037		phrog_27769		KEGG:K14058	244	4.3e-87	289.3		TRNA 2-thiocytidine biosynthesis protein TtcA
BK029593.1_14		K03733	COG4974		phrog_1	VOG00056	COG:COG4974	338	1.5e-66	221.5		Site-specific recombinase XerD
BK029718.1_1												Hypothetical
BK029718.1_2												Hypothetical
BK029718.1_3												Hypothetical
BK029718.1_4												Hypothetical
BK029718.1_5												Hypothetical
BK029718.1_6												Hypothetical
BK029718.1_7												Hypothetical
BK029718.1_8												Hypothetical
BK029718.1_9		K07459	COG3593		phrog_4747		COG:COG3593	261	3.5e-47	158.2		Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains
BK029718.1_10												Hypothetical
BK029718.1_11		K02314	COG0305		phrog_11530	VOG00297	COG:COG0305	105	1.9e-54	181.6		Replicative DNA helicase
BK029718.1_12		K02314	COG0305		phrog_19	VOG04360	COG:COG0305	101	2.3e-32	108.6		Replicative DNA helicase
BK029718.1_13												Hypothetical
BK029718.1_14												Hypothetical
BK029718.1_15			COG0542				COG:COG0542	93	4.8e-20	67.8		ATP-dependent Clp protease, ATP-binding subunit ClpA
BK036490.1_1												Hypothetical
BK036490.1_2												Hypothetical
BK036490.1_3												Hypothetical
BK036490.1_4												Hypothetical
BK036490.1_5												Hypothetical
BK036490.1_6												Hypothetical
BK036490.1_7												Hypothetical
BK036490.1_8												Hypothetical
BK036490.1_9		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	381	1e-44	149.9		Zona occludens toxin
BK036490.1_10		K02453	COG1450		phrog_1012	VOG36874	COG:COG1450	345	1.2e-45	150.9		Type II secretory pathway component GspD/PulD (secretin)
BK036490.1_11												Hypothetical
BK036490.1_12		K14059	COG4974		phrog_1	VOG00056	KEGG:K14059	292	1.7e-67	225.3		Integrase
BK036490.1_13												Hypothetical
BK036490.1_14												Hypothetical
BK036926.1_1												Hypothetical
BK036926.1_2												Hypothetical
BK036926.1_3												Hypothetical
BK036926.1_4												Hypothetical
BK036926.1_5												Hypothetical
BK036926.1_6												Hypothetical
BK036926.1_7												Hypothetical
BK036926.1_8												Hypothetical
BK036926.1_9												Hypothetical
BK036926.1_10												Hypothetical
BK036926.1_11												Hypothetical
BK036926.1_12												Hypothetical
BK036926.1_13		K10954			phrog_25712		PHROG:phrog_25712	239	5.2e-24	80.9		hypothetical
BK036926.1_14												Hypothetical
BK040141.1_1		K16088	COG4773		phrog_5687		KEGG:K16088	480	4.1e-126	418.7		Outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
BK040141.1_2		K07486	COG3547		phrog_2199	VOG19698	COG:COG3547	321	2.7e-87	289.8		Transposase
BK040141.1_3		K10954	COG4128		phrog_197	VOG36850	COG:COG4128	389	8.1e-83	275.2		Zona occludens toxin, predicted ATPase
BK040141.1_4					phrog_1242		PHROG:phrog_1242	98	7.7e-22	73.5		minor head protein
BK040141.1_5												Hypothetical
BK040141.1_6												Hypothetical
BK040141.1_7												Hypothetical
BK040141.1_8												Hypothetical
BK040141.1_9												Hypothetical
BK040141.1_10												Hypothetical
BK040141.1_11												Hypothetical
BK040141.1_12					phrog_4994		PHROG:phrog_4994	106	4.1e-20	68.3		hypothetical
BK040141.1_13		K07467	COG2946		phrog_453	VOG36849	COG:COG2946	455	1.3e-93	309.7		DNA relaxase NicK
BK040358.1_1_1		K07113	COG3030				COG:COG3030	160	3.9e-30	101.1		FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family
BK040358.1_2_1												Hypothetical
BK040358.1_2_2			COG2946		phrog_453	VOG36849	COG:COG2946	464	1.5e-98	326.7		DNA relaxase NicK
BK040358.1_2_3					phrog_4994		PHROG:phrog_4994	107	9.3e-19	64.0		hypothetical
BK040358.1_2_4												Hypothetical
BK040358.1_2_5												Hypothetical
BK040358.1_2_6												Hypothetical
BK040358.1_2_7												Hypothetical
BK040358.1_2_8												Hypothetical
BK040358.1_2_9												Hypothetical
BK040358.1_2_10		K10954	COG4128		phrog_197	VOG36850	COG:COG4128	378	2e-90	300.3		Zona occludens toxin, predicted ATPase
BK040358.1_2_11												Hypothetical
BK040358.1_2_12												Hypothetical
BK040358.1_2_13												Hypothetical
BK040358.1_2_14		K07486	COG3547		phrog_2199, phrog_2199	VOG19698	COG:COG3547	321	1.9e-79	263.7		Transposase
BK040358.1_2_15	K01776	K01776	COG0796				COG:COG0796	153	2.1e-70	234.4		Glutamate racemase
BK033507.1_1			COG2946		phrog_453	VOG36849	COG:COG2946	440	9.5e-85	281.2		DNA relaxase NicK
BK033507.1_2					phrog_4994		PHROG:phrog_4994	97	4.1e-22	74.8		hypothetical
BK033507.1_3												Hypothetical
BK033507.1_4												Hypothetical
BK033507.1_5												Hypothetical
BK033507.1_6												Hypothetical
BK033507.1_7					phrog_7187		PHROG:phrog_7187	517	5e-23	77.7		hypothetical
BK033507.1_8												Hypothetical
BK033507.1_9		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	388	2.3e-65	217.9		Zona occludens toxin
BK033507.1_10												Hypothetical
BK033507.1_11		K07486	COG3547		phrog_2199		COG:COG3547	317	1.3e-85	284.2		Transposase
BK033507.1_12												Hypothetical
BK033507.1_13			COG1373				COG:COG1373	132	9.8e-20	66.9		Predicted ATPase, AAA+ superfamily
BK033507.1_14												Hypothetical
BK033507.1_15		K01338	COG0466		phrog_15585		COG:COG0466	385	4.2e-52	173.6		ATP-dependent Lon protease, bacterial type
BK033507.1_16												Hypothetical
BK033507.1_17												Hypothetical
BK033507.1_18			COG2314		phrog_33436		COG:COG2314	102	9.2e-26	87.5		Uncharacterized membrane protein YozV, TM2 domain, contains pTyr
BK033507.1_19												Hypothetical
BK033507.1_20												Hypothetical
BK033729.1_1												Hypothetical
BK033729.1_2		K03210	COG1862				COG:COG1862	105	9.5e-38	126.6		Protein translocase subunit YajC
BK033729.1_3												Hypothetical
BK033729.1_4												Hypothetical
BK033729.1_5		K03733	COG4974		phrog_1	VOG00056	COG:COG4974	357	5.4e-80	261.3		Site-specific recombinase XerD
BK033729.1_6												Hypothetical
BK033729.1_7		K07467	COG2946		phrog_453	VOG36849	KEGG:K07467	323	3.9e-70	233.0		Phage replication initiation protein
BK033729.1_8												Hypothetical
BK033729.1_9												Hypothetical
BK033729.1_10												Hypothetical
BK033729.1_11												Hypothetical
BK033729.1_12												Hypothetical
BK033729.1_13												Hypothetical
BK033729.1_14												Hypothetical
BK033729.1_15												Hypothetical
BK033729.1_16												Hypothetical
BK033729.1_17		K04485	COG1066		phrog_26214	VOG04360	COG:COG1066	425	8.6e-180	595.3		DNA repair protein RadA/Sms, contains AAA+ ATPase domain
BK033729.1_18		K09861	COG3022		phrog_6760		COG:COG3022	246	2.2e-73	243.5		DNA-binding protein YaaA associated with the oxidative stress response
BK033729.1_19	K02028	K02028	COG1126		phrog_293	VOG06047	FOAM:K02028	252	7.5e-123	407.4	7.4.2.1	ABC.PA.A; polar amino acid transport system ATP-binding protein
BK033729.1_20	K02029	K02029	COG0765		phrog_18202		COG:COG0765	223	5.1e-98	325.7		ABC-type amino acid transport system, permease component
BK033729.1_21	K02424	K02424	COG0834		phrog_10776		COG:COG0834	283	2.8e-77	257.1		ABC-type amino acid transport/signal transduction system, periplasmic component/domain
BK033729.1_22		K09017					KEGG:K09017	206	3.7e-27	92.7		TetR/AcrR family transcriptional regulator
BK034306.1_1_1			COG2946		phrog_453	VOG36849	COG:COG2946	437	7.8e-83	274.8		DNA relaxase NicK
BK034306.1_1_2												Hypothetical
BK034306.1_1_3												Hypothetical
BK034306.1_1_4												Hypothetical
BK034306.1_1_5												Hypothetical
BK034306.1_2_1												Hypothetical
BK034306.1_3_1												Hypothetical
BK034306.1_3_2												Hypothetical
BK034306.1_3_3					phrog_1242		PHROG:phrog_1242	97	8.2e-19	63.7		minor head protein
BK034306.1_3_4		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	393	2e-79	264.2		Zona occludens toxin
BK034306.1_3_5												Hypothetical
BK034306.1_3_6												Hypothetical
BK041853.1_1	K00380	K00380	COG0369				COG:COG0369	261	9.2e-78	258.6		Flavoprotein (flavin reductase) subunit CysJ of sulfite and N-hydroxylaminopurine reductases
BK041853.1_2		K07486	COG3547		phrog_2199		COG:COG3547	178	4.8e-47	157.0		Transposase
BK041853.1_3		K07486	COG3547		phrog_2199		COG:COG3547	160	4e-37	124.3		Transposase
BK041853.1_4		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	391	3.2e-64	214.0		Zona occludens toxin
BK041853.1_5												Hypothetical
BK041853.1_6												Hypothetical
BK041853.1_7												Hypothetical
BK042284.1_1		K17686	COG0474		phrog_12316		KEGG:K17686	485	6.9e-178	590.0	7.2.2.8	P-type Cu+ transporter
BK042284.1_2		K21600	COG1937				COG:COG1937	100	1.4e-37	125.5		DNA-binding transcriptional regulator, FrmR family
BK042284.1_3												Hypothetical
BK042284.1_4		K07467	COG2946		phrog_453	VOG36849	KEGG:K07467	344	4.4e-62	206.5		Phage replication initiation protein
BK042284.1_5												Hypothetical
BK042284.1_6												Hypothetical
BK042284.1_7		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	265	2.4e-42	141.9		Zona occludens toxin
BK042284.1_8												Hypothetical
BK042284.1_9												Hypothetical
BK042284.1_10												Hypothetical
BK042284.1_11					phrog_8		PHROG:phrog_8	92	3.6e-21	72.3		transcriptional regulator
BK042284.1_12												Hypothetical
BK042284.1_13												Hypothetical
BK042284.1_14												Hypothetical
BK042284.1_15												Hypothetical
BK042284.1_16												Hypothetical
BK042284.1_17		K00788	COG0352				COG:COG0352	213	2.9e-80	266.6		Thiamine monophosphate synthase
BK042284.1_18		K03147	COG0422				KEGG:K03147	437	8.5e-208	689.4	4.1.99.17	Phosphomethylpyrimidine synthase
BK042284.1_19		K00941	COG0351		phrog_8986		COG:COG0351	267	9.7e-130	429.1		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BK042863.1_1												Hypothetical
BK042863.1_2		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	374	5.1e-53	177.2		Zona occludens toxin
BK042863.1_3												Hypothetical
BK042863.1_4												Hypothetical
BK042863.1_5												Hypothetical
BK042863.1_6												Hypothetical
BK042863.1_7					phrog_4994		PHROG:phrog_4994	103	7.1e-20	67.7		hypothetical
BK042863.1_8			COG2946		phrog_453	VOG36849	COG:COG2946	411	5.5e-75	248.9		DNA relaxase NicK
BK042863.1_9												Hypothetical
BK042863.1_10					phrog_5642		PHROG:phrog_5642	64	5.2e-20	67.8		hypothetical
BK043026.1_1					phrog_1242		PHROG:phrog_1242	100	6.7e-20	67.4		minor head protein
BK043026.1_2		K10954	COG4128		phrog_197	VOG36850	COG:COG4128	391	5.2e-76	252.8		Zona occludens toxin, predicted ATPase
BK043026.1_3												Hypothetical
BK043026.1_4												Hypothetical
BK043026.1_5												Hypothetical
BK043026.1_6												Hypothetical
BK043026.1_7												Hypothetical
BK043026.1_8												Hypothetical
BK043026.1_9					phrog_5642		PHROG:phrog_5642	64	3.9e-22	74.5		hypothetical
BK043026.1_10												Hypothetical
BK043026.1_11			COG2946		phrog_453	VOG36849	COG:COG2946	521	2.6e-73	243.5		DNA relaxase NicK
BK043026.1_12												Hypothetical
BK043026.1_13												Hypothetical
BK043026.1_14												Hypothetical
BK043026.1_15												Hypothetical
BK043026.1_16												Hypothetical
BK043026.1_17												Hypothetical
BK046178.1_1					phrog_24417	VOG36857	VOG:VOG36857	393	9e-193	636.8		hypothetical protein
BK046178.1_2					phrog_22214	VOG36859	PHROG:phrog_22214	44	1.8e-31	104.3		hypothetical
BK046178.1_3					phrog_24276	VOG36862	VOG:VOG36862	56	5.6e-38	125.6		Movement protein TGB2
BK046178.1_4					phrog_27347	VOG36861	VOG:VOG36861	205	1.1e-133	439.6		hypothetical protein
BK046178.1_5					phrog_27039	VOG36860	PHROG:phrog_27039	38	2.2e-26	88.0		hypothetical
BK046178.1_6					phrog_25712	VOG05703	PHROG:phrog_25712	205	9.6e-144	472.3		hypothetical
BK046178.1_7												Hypothetical
BK046178.1_8												Hypothetical
BK046178.1_9												Hypothetical
BK046178.1_10												Hypothetical
BK046178.1_11												Hypothetical
BK046779.1_1					phrog_702		PHROG:phrog_702	359	4.1e-56	186.7		replication protein
BK046779.1_2												Hypothetical
BK046779.1_3												Hypothetical
BK046779.1_4												Hypothetical
BK046779.1_5												Hypothetical
BK046779.1_6												Hypothetical
BK046779.1_7												Hypothetical
BK046779.1_8												Hypothetical
BK046779.1_9					phrog_4454		PHROG:phrog_4454	590	6.5e-21	71.5		hypothetical
BK046779.1_10					phrog_1242		PHROG:phrog_1242	106	4.9e-24	80.6		minor head protein
BK046779.1_11		K10954	COG4128		phrog_197	VOG36850	PHROG:phrog_197	359	9.3e-63	209.1		Zot-like toxin
BK046779.1_12												Hypothetical
BK046779.1_13												Hypothetical
BK047133.1_1												Hypothetical
BK047133.1_2												Hypothetical
BK047133.1_3												Hypothetical
BK047133.1_4												Hypothetical
BK047133.1_5					phrog_3419		PHROG:phrog_3419	276	6.8e-23	77.5		rolling circle DNA replication initiation
BK047133.1_6												Hypothetical
BK047133.1_7												Hypothetical
BK047133.1_8												Hypothetical
BK047133.1_9												Hypothetical
BK047133.1_10												Hypothetical
BK047133.1_11												Hypothetical
BK047133.1_12												Hypothetical
BK047133.1_13												Hypothetical
BK050939.1_1					phrog_25712		PHROG:phrog_25712	285	1.7e-26	88.9		hypothetical
BK050939.1_2												Hypothetical
BK050939.1_3												Hypothetical
BK050939.1_4												Hypothetical
BK050939.1_5												Hypothetical
BK050939.1_6												Hypothetical
BK050939.1_7												Hypothetical
BK050939.1_8												Hypothetical
BK050939.1_9												Hypothetical
BK050939.1_10												Hypothetical
BK050939.1_11			COG1476		phrog_8		PHROG:phrog_8	69	1.7e-24	83.2		transcriptional regulator
BK050939.1_12												Hypothetical
BK050939.1_13												Hypothetical
BK055025.1_1		K25086					KEGG:K25086	169	9.1e-49	162.6		Maltose transport system substrate-binding protein
BK055025.1_2		K25087	COG1175		phrog_1577		KEGG:K25087	308	1.7e-114	378.2		Maltose transport system permease protein
BK055025.1_3		K25088	COG0395		phrog_1577		KEGG:K25088	301	2e-104	344.7		Maltose transport system permease protein
BK055025.1_4	K00705	K00705	COG1640	GH77			COG:COG1640	496	4.7e-198	657.0		4-alpha-glucanotransferase
BK055025.1_5												Hypothetical
BK055025.1_6		K07467	COG2946		phrog_453	VOG36849	KEGG:K07467	315	3.2e-58	193.7		Phage replication initiation protein
BK055025.1_7												Hypothetical
BK055025.1_8												Hypothetical
BK055025.1_9												Hypothetical
BK055025.1_10												Hypothetical
BK055025.1_11												Hypothetical
BK055025.1_12												Hypothetical
BK055025.1_13												Hypothetical
BK055025.1_14												Hypothetical
BK055025.1_15												Hypothetical
BK055025.1_16												Hypothetical
BK055025.1_17												Hypothetical
BK055025.1_18												Hypothetical
BK055025.1_19												Hypothetical
BK055025.1_20												Hypothetical
BK055025.1_21		K07482	COG2826		phrog_4646	VOG00376	PHROG:phrog_4646	333	1.4e-106	352.8		transposase
BK055025.1_22												Hypothetical
BK055025.1_23	K11527	K11527	COG2198		phrog_20458	VOG00352	FOAM:K11527	99	1.3e-37	125.8	2.7.13.3	K11527; two-component system, sensor histidine kinase and response regulator
BK023183.1_1												Hypothetical
BK023183.1_2												Hypothetical
BK023183.1_3												Hypothetical
BK023183.1_4												Hypothetical
BK023183.1_5					phrog_8		PHROG:phrog_8	73	1e-19	67.6		transcriptional regulator
BK023183.1_6												Hypothetical
BK023183.1_7												Hypothetical
BK023183.1_8												Hypothetical
BK023183.1_9					phrog_25712		PHROG:phrog_25712	248	4.6e-26	87.8		hypothetical
BK023183.1_10												Hypothetical
BK023183.1_11												Hypothetical
BK023183.1_12												Hypothetical
BK023183.1_13												Hypothetical
BK023183.1_14												Hypothetical
BK037692.1_1												Hypothetical
BK037692.1_2		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	295	1.7e-55	185.1		Site-specific recombinase XerD
BK037692.1_3												Hypothetical
BK037692.1_4		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	234	8e-43	143.5		Zona occludens toxin
BK037692.1_5												Hypothetical
BK037692.1_6												Hypothetical
BK037692.1_7												Hypothetical
BK037692.1_8												Hypothetical
BK037692.1_9												Hypothetical
BK037692.1_10												Hypothetical
BK037692.1_11												Hypothetical
BK037692.1_12												Hypothetical
BK037692.1_13												Hypothetical
BK037692.1_14												Hypothetical
BK037692.1_15												Hypothetical
BK037692.1_16												Hypothetical
BK037692.1_17												Hypothetical
BK038104.1_1		K07486	COG3547		phrog_2199, phrog_2199		COG:COG3547	317	9.7e-92	304.5		Transposase
BK038104.1_2												Hypothetical
BK038104.1_3		K10954	COG4128		phrog_197	VOG36850	COG:COG4128	384	1.7e-83	277.5		Zona occludens toxin, predicted ATPase
BK038104.1_4												Hypothetical
BK038104.1_5												Hypothetical
BK038104.1_6												Hypothetical
BK038104.1_7												Hypothetical
BK038104.1_8												Hypothetical
BK038104.1_9					phrog_4994		PHROG:phrog_4994	97	3.1e-22	75.2		hypothetical
BK038104.1_10			COG2946		phrog_453	VOG36849	COG:COG2946	451	5.6e-91	301.6		DNA relaxase NicK
BK038104.1_11	K01586	K01586	COG0019			VOG08956	COG:COG0019	407	7.7e-167	552.0		Diaminopimelate decarboxylase
BK038104.1_12												Hypothetical
BK038104.1_13		K06202	COG1965				COG:COG1965	72	1.6e-30	101.8		Fe-S cluster assembly protein CyaY, frataxin homolog
BK044417.1_1												Hypothetical
BK044417.1_2												Hypothetical
BK044417.1_3												Hypothetical
BK044417.1_4												Hypothetical
BK044417.1_5												Hypothetical
BK044417.1_6			COG5655				COG:COG5655	288	1.6e-49	165.1		Replication initiaton protein REP (rolling circle plasmid replication)
BK044417.1_7												Hypothetical
BK044417.1_8												Hypothetical
BK044417.1_9												Hypothetical
BK044417.1_10												Hypothetical
BK045766.1_1												Hypothetical
BK045766.1_2												Hypothetical
BK045766.1_3												Hypothetical
BK045766.1_4												Hypothetical
BK045766.1_5												Hypothetical
BK045766.1_6												Hypothetical
BK045766.1_7												Hypothetical
BK045766.1_8												Hypothetical
BK045766.1_9												Hypothetical
BK045766.1_10												Hypothetical
BK045766.1_11												Hypothetical
BK045766.1_12												Hypothetical
BK045766.1_13												Hypothetical
BK045766.1_14		K07467	COG2946		phrog_453	VOG36849	KEGG:K07467	316	3.5e-57	190.3		Phage replication initiation protein
BK045766.1_15												Hypothetical
BK045766.1_16												Hypothetical
BK045766.1_17												Hypothetical
BK045766.1_18		K08986	COG3689, COG0523				COG:COG3689	310	1.3e-34	115.5		Uncharacterized membrane protein YcgQ,  UPF0703/DUF1980 family
BK045766.1_19		K02234	COG0523				COG:COG0523	403	1.1e-75	239.3		Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family
BK045766.1_20		K18889	COG1132		phrog_2392	VOG02992	COG:COG1132	507	7e-159	526.8		ABC-type multidrug transport system, ATPase and permease component
BK049269.1_1		K07467	COG2946		phrog_453		KEGG:K07467	381	4.1e-98	325.1		Phage replication initiation protein
BK049269.1_2												Hypothetical
BK049269.1_3		K14059	COG4974		phrog_1	VOG00056	KEGG:K14059	402	1.3e-90	301.7		Integrase
BK049269.1_4		K07273	COG3757, COG1388	GH25	phrog_291		COG:COG3757	269	1.1e-59	198.5		Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family
BK049269.1_5		K14059	COG4974		phrog_1	VOG00056	PHROG:phrog_1	388	9.8e-47	156.4		integrase
BK049269.1_6					phrog_8		PHROG:phrog_8	117	6.2e-18	61.8		transcriptional regulator
BK049269.1_7												Hypothetical
BK049269.1_8												Hypothetical
BK049269.1_9												Hypothetical
BK049269.1_10												Hypothetical
BK049269.1_11		K07505	COG3598			VOG00236	COG:COG3598	338	1.8e-58	195.0		RecA-family ATPase
BK049269.1_12												Hypothetical
BK049269.1_13												Hypothetical
BK049269.1_14												Hypothetical
BK049269.1_15												Hypothetical
BK049269.1_16												Hypothetical
BK049269.1_17					phrog_32441		PHROG:phrog_32441	276	2.4e-79	263.0		hypothetical
BK049269.1_18												Hypothetical
BK049269.1_19												Hypothetical
BK049269.1_20												Hypothetical
BK049269.1_21		K03704	COG1278		phrog_729	VOG05245	COG:COG1278	67	6.1e-30	101.4		Cold shock protein, CspA family
BK049269.1_22												Hypothetical
BK049269.1_23												Hypothetical
BK049269.1_24					phrog_309	VOG00189	PHROG:phrog_309	169	8.6e-49	161.8		terminase small subunit
BK049269.1_25		K03087	COG0568		phrog_351	VOG00158	COG:COG0568	288	3.4e-55	184.4		DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
BK049269.1_26												Hypothetical
BK049269.1_27		K18349	COG3706		phrog_731	VOG00352	KEGG:K18349	232	9.2e-97	319.3		Two-component system, OmpR family, response regulator VanR
BK049269.1_28												Hypothetical
BK049450.1_1		K03686	COG0484		phrog_14336	VOG00733	KEGG:K03686	356	2.5e-141	468.5		Molecular chaperone DnaJ
BK049450.1_2												Hypothetical
BK049450.1_3			COG2946		phrog_453	VOG36849	COG:COG2946	442	1.1e-91	303.9		DNA relaxase NicK
BK049450.1_4					phrog_4994		PHROG:phrog_4994	99	9.2e-23	76.9		hypothetical
BK049450.1_5												Hypothetical
BK049450.1_6												Hypothetical
BK049450.1_7												Hypothetical
BK049450.1_8												Hypothetical
BK049450.1_9												Hypothetical
BK049450.1_10												Hypothetical
BK049450.1_11		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	393	3.2e-66	220.7		Zona occludens toxin
BK049450.1_12		K07486	COG3547		phrog_2199		COG:COG3547	317	5.8e-80	265.7		Transposase
BK049450.1_13		K23541	COG2119				COG:COG2119	193	1e-75	250.5		Putative Ca2+/H+ antiporter, TMEM165/GDT1 family
BK049450.1_14		K06177	COG0564		phrog_9266		COG:COG0564	220	1.5e-65	218.4		Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific
BK049450.1_15		K03576			phrog_3736		KEGG:K03576	185	2.2e-65	217.3		LysR family transcriptional regulator, regulator for metE and metH
BK053727.1_1					phrog_24417	VOG36857	PHROG:phrog_24417	393	2.3e-199	658.4		hypothetical
BK053727.1_2												Hypothetical
BK053727.1_3					phrog_27843	VOG36858	PHROG:phrog_27843	379	7.4e-260	857.4		replication initiation protein
BK053727.1_4					phrog_25712	VOG05703	PHROG:phrog_25712	205	5.7e-147	482.8		hypothetical
BK053727.1_5					phrog_27039	VOG36860	PHROG:phrog_27039	38	5.6e-30	99.5		hypothetical
BK053727.1_6					phrog_27347	VOG36861	PHROG:phrog_27347	205	5.5e-136	447.1		hypothetical
BK053727.1_7					phrog_24276	VOG36862	VOG:VOG36862	56	1.5e-39	130.6		Movement protein TGB2
BK053727.1_8					phrog_22214	VOG36859	PHROG:phrog_22214	39	2.4e-25	84.7		hypothetical
BK053794.1_1												Hypothetical
BK053794.1_2		K07486	COG3547		phrog_2199	VOG19698	COG:COG3547	321	2.5e-86	286.7		Transposase
BK053794.1_3		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	391	5.7e-72	239.6		Zona occludens toxin
BK053794.1_4					phrog_1242		PHROG:phrog_1242	94	3.6e-18	61.8		minor head protein
BK053794.1_5												Hypothetical
BK053794.1_6												Hypothetical
BK053794.1_7												Hypothetical
BK053794.1_8												Hypothetical
BK053794.1_9												Hypothetical
BK053794.1_10					phrog_4994		PHROG:phrog_4994	106	4.4e-20	68.2		hypothetical
BK053794.1_11		K07467	COG2946		phrog_453	VOG36849	COG:COG2946	455	2.5e-94	312.4		DNA relaxase NicK
BK053794.1_12		K03308	COG0733				COG:COG0733	413	1.5e-156	518.6		Na+-dependent transporter, SNF family
BK054092.1_1_1												Hypothetical
BK054092.1_1_2		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	226	2e-42	142.3		Zona occludens toxin
BK054092.1_1_3												Hypothetical
BK054092.1_1_4												Hypothetical
BK054092.1_1_5												Hypothetical
BK054092.1_1_6												Hypothetical
BK054092.1_1_7												Hypothetical
BK054092.1_1_8												Hypothetical
BK054092.1_1_9												Hypothetical
BK054092.1_1_10												Hypothetical
BK054092.1_1_11												Hypothetical
BK054092.1_1_12			COG1476		phrog_8		PHROG:phrog_8	76	3.1e-22	75.8		transcriptional regulator
BK054092.1_1_13												Hypothetical
BK054092.1_1_14												Hypothetical
BK054092.1_1_15		K07467	COG2946		phrog_453		KEGG:K07467	340	2e-59	197.5		Phage replication initiation protein
BK054092.1_1_16												Hypothetical
BK054092.1_1_17		K03088			phrog_1740		PHROG:phrog_1740	177	9.1e-26	87.1		RNA polymerase sigma factor
BK054092.1_1_18												Hypothetical
BK054092.1_1_19												Hypothetical
BK054092.1_2_1												Hypothetical
BK054092.1_2_2												Hypothetical
BK054092.1_2_3												Hypothetical
BK054092.1_2_4												Hypothetical
BK054092.1_5_1												Hypothetical
BK054092.1_8_1												Hypothetical
BK054092.1_9_1												Hypothetical
BK054092.1_15_1			COG3401				COG:COG3401	133	4.4e-19	64.7		Fibronectin type 3 domain
BK054214.1_1_1												Hypothetical
BK054214.1_1_2												Hypothetical
BK054214.1_2_1												Hypothetical
BK054214.1_3_1												Hypothetical
BK054214.1_3_2					phrog_1242	VOG01896	PHROG:phrog_1242	94	1e-22	76.3		minor head protein
BK054214.1_3_3		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	294	9.2e-62	206.0		Zona occludens toxin
BK054214.1_4_1												Hypothetical
BK054214.1_5_1												Hypothetical
BK054214.1_6_1												Hypothetical
BK054214.1_6_2												Hypothetical
BK054214.1_6_3												Hypothetical
BK054214.1_6_4												Hypothetical
BK054214.1_6_5					phrog_702		PHROG:phrog_702	376	4.1e-61	203.0		replication protein
BK054214.1_6_6												Hypothetical
BK054214.1_7_1												Hypothetical
BK054214.1_7_2												Hypothetical
BK054214.1_7_3												Hypothetical
BK054214.1_7_4												Hypothetical
