locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ089978.1_17					phrog_5863	VOG06972	PHROG:phrog_5863	357	1.8e-193	638.2		minor head protein
MZ089978.1_18					phrog_8076	VOG37032	PHROG:phrog_8076	77	4.6e-47	154.4		hypothetical
MZ089978.1_19					phrog_4898	VOG00675	PHROG:phrog_4898	64	2.8e-24	80.0		holin
MZ089978.1_20					phrog_9080	VOG37033	PHROG:phrog_9080	142	8.9e-81	265.3		hypothetical
MZ089978.1_21					phrog_15071	VOG37034	VOG:VOG37034	59	8.6e-37	121.4		hypothetical protein
MZ089978.1_22					phrog_13072	VOG37035	PHROG:phrog_13072	49	8.6e-35	114.6		hypothetical
MZ089978.1_23					phrog_7846	VOG37036	PHROG:phrog_7846	92	1.9e-50	165.3		hypothetical
MZ089978.1_24					phrog_8814	VOG37224	VOG:VOG37224	205	1.3e-133	439.2		hypothetical protein
MZ089978.1_25			COG1705	GH73	phrog_8251	VOG37037	PHROG:phrog_8251	251	4e-160	527.1		endolysin
MZ089978.1_26					phrog_8240	VOG37038	PHROG:phrog_8240	171	2.1e-112	368.7		pentameric base spike protein
MZ089978.1_27					phrog_9224	VOG37039	PHROG:phrog_9224	298	1.8e-174	574.9		hypothetical
MZ089978.1_28					phrog_10120	VOG37223	PHROG:phrog_10120	293	1.3e-88	292.9		hypothetical
MZ089978.1_29	K01448	K01448	COG0860		phrog_435	VOG37273	VOG:VOG37273	264	6.4e-155	510.6		virion structural protein
MZ089979.1_1		K03111	COG0629		phrog_44	VOG00906	PHROG:phrog_44	113	3.1e-50	166.5		single strand DNA binding protein
MZ089979.1_2												Hypothetical
MZ089979.1_3					phrog_8330	VOG37028	PHROG:phrog_8330	246	5.7e-30	99.2		genome terminal protein
MZ089979.1_4					phrog_1907	VOG00710	PHROG:phrog_1907	675	9.7e-82	271.4		DNA polymerase
MZ089979.1_5												Hypothetical
MZ089979.1_6					phrog_3502		PHROG:phrog_3502	67	4.7e-21	71.3		hypothetical
MZ089979.1_7					phrog_8764	VOG37056	PHROG:phrog_8764	146	1.6e-53	176.1		virion structural protein
MZ089979.1_8					phrog_9100	VOG37029	PHROG:phrog_9100	81	4.1e-36	119.4		hypothetical
MZ089979.1_9					phrog_29621	VOG37220	VOG:VOG37220	100	5.6e-64	209.0		hypothetical protein
MZ089979.1_10					phrog_2666	VOG01157	PHROG:phrog_2666	213	1.1e-77	256.9		terminase large subunit
MZ089979.1_11					phrog_8056	VOG37030	PHROG:phrog_8056	47	3.4e-33	109.5		hypothetical
MZ089979.1_12					phrog_7771	VOG37031	PHROG:phrog_7771	47	3.5e-32	106.2		hypothetical
MZ089979.1_13					phrog_9939	VOG37222	PHROG:phrog_9939	90	2.3e-49	162.0		hypothetical
MZ089979.1_14					phrog_5863	VOG06972	PHROG:phrog_5863	357	2.9e-194	640.9		minor head protein
MZ089979.1_15					phrog_8076	VOG37032	PHROG:phrog_8076	77	1.6e-47	155.9		hypothetical
MZ089979.1_16					phrog_4898	VOG00675	PHROG:phrog_4898	53	1.1e-27	92.1		holin
MZ089979.1_17					phrog_9080	VOG37033	PHROG:phrog_9080	144	2.5e-92	302.7		hypothetical
MZ089979.1_18					phrog_15071	VOG37034	VOG:VOG37034	59	9.6e-36	118.1		hypothetical protein
MZ089979.1_19					phrog_13072	VOG37035	PHROG:phrog_13072	49	8.6e-35	114.6		hypothetical
MZ089979.1_20					phrog_7846	VOG37036	PHROG:phrog_7846	92	3.6e-49	161.3		hypothetical
MZ089979.1_21					phrog_8814	VOG37224	PHROG:phrog_8814	206	4.6e-89	293.3		hypothetical
MZ089979.1_22		K02395	COG1705	GH73	phrog_8251	VOG37037	PHROG:phrog_8251	251	2.1e-162	534.6		endolysin
MZ089979.1_23					phrog_8240	VOG37038	PHROG:phrog_8240	171	1.4e-112	369.2		pentameric base spike protein
MZ089979.1_24					phrog_9224	VOG37039	PHROG:phrog_9224	298	4.2e-172	567.2		hypothetical
MZ089979.1_25					phrog_10120	VOG37223	PHROG:phrog_10120	295	1.3e-133	440.6		hypothetical
MZ089979.1_26	K01448	K01448	COG0860		phrog_435	VOG37273	VOG:VOG37273	264	1e-104	345.7		virion structural protein
MT952848.1_1												Hypothetical
MT952848.1_2												Hypothetical
MT952848.1_3												Hypothetical
MT952848.1_4												Hypothetical
MT952848.1_5					phrog_11768	VOG37002	VOG:VOG37002	684	1.2e-83	277.4		hypothetical protein
MT952848.1_6												Hypothetical
MT952848.1_7												Hypothetical
MT952848.1_8												Hypothetical
MT952848.1_9												Hypothetical
MT952848.1_10					phrog_2666	VOG01157	VOG:VOG01157	230	8.8e-25	83.8		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
MT952848.1_11												Hypothetical
MT952848.1_12						VOG37003	VOG:VOG37003	374	9.2e-41	136.0		tail fiber protein
MT952848.1_13												Hypothetical
MT952848.1_14		K19304	COG0739		phrog_10030	VOG04016	COG:COG0739	211	6.1e-31	103.9		Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
MT952848.1_15												Hypothetical
MT952848.1_16												Hypothetical
MT952848.1_17												Hypothetical
MT952848.1_18												Hypothetical
MT952848.1_19												Hypothetical
MT952848.1_20												Hypothetical
MT952848.1_21												Hypothetical
MT952848.1_22												Hypothetical
MT952848.1_23												Hypothetical
MT952848.1_24												Hypothetical
MT952848.1_25												Hypothetical
MT952848.1_26												Hypothetical
MT952848.1_27												Hypothetical
MT952848.1_28												Hypothetical
MK620900.1_1						VOG37243	VOG:VOG37243	60	5.3e-46	150.6		tail length tape measure protein
MK620900.1_2						VOG37246	VOG:VOG37246	80	2.5e-58	190.3		hypothetical protein
MK620900.1_3						VOG37245	VOG:VOG37245	98	1.5e-69	226.6		hypothetical protein
MK620900.1_4					phrog_301	VOG37247	VOG:VOG37247	137	6.6e-92	300.8		hypothetical protein
MK620900.1_5						VOG37248	VOG:VOG37248	101	6.1e-61	199.5		hypothetical protein
MK620900.1_6						VOG37249	VOG:VOG37249	64	1.3e-44	146.3		hypothetical protein
MK620900.1_7						VOG37252	VOG:VOG37252	129	1.5e-85	279.8		hypothetical protein
MK620900.1_8						VOG37251	VOG:VOG37251	84	7.5e-59	192.3		hypothetical protein
MK620900.1_9						VOG37250	VOG:VOG37250	113	1.1e-77	253.5		hypothetical protein
MK620900.1_10					phrog_11768	VOG37002	VOG:VOG37002	713	0.0	1391.4		hypothetical protein
MK620900.1_11						VOG37253	VOG:VOG37253	132	2.6e-94	308.5		hypothetical protein
MK620900.1_12		K03111	COG0629		phrog_44	VOG00906	COG:COG0629	141	4.9e-43	143.7		Single-stranded DNA-binding protein
MK620900.1_13						VOG37254	VOG:VOG37254	127	1.4e-78	257.5		hypothetical protein
MK620900.1_14						VOG37004	VOG:VOG37004	192	4.9e-111	364.9		hypothetical protein
MK620900.1_15					phrog_2666	VOG01157	VOG:VOG01157	263	3.1e-67	222.7		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
MK620900.1_16						VOG37255	VOG:VOG37255	46	5.4e-36	118.6		hypothetical protein
MK620900.1_17						VOG37003	VOG:VOG37003	394	4.1e-246	812.3		tail fiber protein
MK620900.1_18						VOG37256	VOG:VOG37256	52	1.7e-40	133.1		hypothetical protein
MK620900.1_19						VOG37257	VOG:VOG37257	39	9.8e-32	105.1		hypothetical protein
MK620900.1_20						VOG37258	VOG:VOG37258	117	4.8e-69	226.2		hypothetical protein
MK620900.1_21						VOG03248	VOG:VOG03248	50	2.5e-28	93.5		hypothetical protein
MK620900.1_22						VOG37005	VOG:VOG37005	239	3.6e-140	461.8		hypothetical protein
MK620900.1_23						VOG37260	VOG:VOG37260	239	5.5e-164	539.5		hypothetical protein
MK620900.1_24						VOG37259	VOG:VOG37259	57	4.4e-40	131.6		Uncharacterized protein B-129
MK620900.1_25						VOG37007	VOG:VOG37007	223	1e-114	378.3		hypothetical protein
MK620900.1_26						VOG37261	VOG:VOG37261	80	1.4e-54	178.3		hypothetical protein
MK620900.1_27						VOG03248	VOG:VOG03248	50	5.5e-28	92.4		hypothetical protein
MK620900.1_28						VOG37262	VOG:VOG37262	89	7.3e-57	186.0		hypothetical protein
MK620900.1_29		K19304	COG0739		phrog_6700	VOG00137	COG:COG0739	227	6.2e-51	170.0		Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
MK620900.1_30						VOG37006	VOG:VOG37006	94	7.3e-46	150.3		hypothetical protein
MK620900.1_31						VOG37264	VOG:VOG37264	199	5.3e-142	466.4		hypothetical protein
MK620900.1_32						VOG37263	VOG:VOG37263	113	3.7e-77	251.9		Movement and RNA silencing protein VP6
MK620900.1_33						VOG37265	VOG:VOG37265	420	2.2e-266	879.7		hypothetical protein
MK620900.1_34					phrog_880	VOG01034	VOG:VOG01034	259	5.5e-90	298.2		Gene 41 protein
MK620900.1_35						VOG37267	VOG:VOG37267	112	8.7e-76	247.2		hypothetical protein
MK620900.1_36						VOG37268	VOG:VOG37268	59	5.3e-41	134.8		hypothetical protein
MK305890.1_1						VOG37246	VOG:VOG37246	79	1.2e-57	188.1		hypothetical protein
MK305890.1_2						VOG37245	VOG:VOG37245	98	1.6e-69	226.6		hypothetical protein
MK305890.1_3					phrog_301	VOG37247	VOG:VOG37247	136	7.5e-91	297.4		hypothetical protein
MK305890.1_4						VOG37248	VOG:VOG37248	119	5.3e-72	235.2		hypothetical protein
MK305890.1_5						VOG37249	VOG:VOG37249	61	6.1e-43	140.9		hypothetical protein
MK305890.1_6						VOG37252	VOG:VOG37252	129	3.2e-87	285.2		hypothetical protein
MK305890.1_7						VOG37251	VOG:VOG37251	85	3.3e-59	193.5		hypothetical protein
MK305890.1_8						VOG37250	VOG:VOG37250	108	1.9e-73	239.8		hypothetical protein
MK305890.1_9					phrog_11768	VOG37002	VOG:VOG37002	716	0.0	1320.1		hypothetical protein
MK305890.1_10						VOG37253	VOG:VOG37253	132	2.8e-94	308.4		hypothetical protein
MK305890.1_11		K03111	COG0629		phrog_44	VOG00906	COG:COG0629	141	4.9e-44	147.0		Single-stranded DNA-binding protein
MK305890.1_12						VOG37254	VOG:VOG37254	126	1.2e-76	251.2		hypothetical protein
MK305890.1_13						VOG37004	VOG:VOG37004	192	1.3e-115	379.9		hypothetical protein
MK305890.1_14					phrog_2666	VOG01157	VOG:VOG01157	262	2.9e-66	219.4		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
MK305890.1_15						VOG37255	VOG:VOG37255	46	4.1e-36	119.0		hypothetical protein
MK305890.1_16						VOG37003	VOG:VOG37003	394	4.3e-249	822.1		tail fiber protein
MK305890.1_17						VOG37256	VOG:VOG37256	52	1.9e-40	132.9		hypothetical protein
MK305890.1_18						VOG37257	VOG:VOG37257	39	9.8e-32	105.1		hypothetical protein
MK305890.1_19						VOG37258	VOG:VOG37258	112	5.7e-65	213.0		hypothetical protein
MK305890.1_20						VOG03248	VOG:VOG03248	50	2.5e-28	93.5		hypothetical protein
MK305890.1_21						VOG37005	VOG:VOG37005	238	2.3e-130	429.7		hypothetical protein
MK305890.1_22						VOG37260	VOG:VOG37260	239	1.9e-163	537.7		hypothetical protein
MK305890.1_23						VOG37259	VOG:VOG37259	63	3.1e-44	144.9		Uncharacterized protein B-129
MK305890.1_24						VOG37007	VOG:VOG37007	223	4.1e-118	389.4		hypothetical protein
MK305890.1_25						VOG37261	VOG:VOG37261	80	1.4e-54	178.2		hypothetical protein
MK305890.1_26						VOG37262	VOG:VOG37262	88	1.3e-55	182.0		hypothetical protein
MK305890.1_27		K19304	COG0739		phrog_6700	VOG00137	COG:COG0739	227	2.1e-50	168.2		Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
MK305890.1_28						VOG37006	VOG:VOG37006	94	5.2e-49	160.3		hypothetical protein
MK305890.1_29						VOG37264	VOG:VOG37264	199	2.6e-142	467.4		hypothetical protein
MK305890.1_30						VOG37263	VOG:VOG37263	114	2.3e-77	252.5		Movement and RNA silencing protein VP6
MK305890.1_31						VOG37265	VOG:VOG37265	417	7.1e-268	884.7		hypothetical protein
MK305890.1_32					phrog_880	VOG01034	VOG:VOG01034	262	2.1e-101	335.8		Gene 41 protein
MK305890.1_33						VOG37267	VOG:VOG37267	112	7.9e-76	247.4		hypothetical protein
MK305890.1_34						VOG37268	VOG:VOG37268	68	1.9e-39	129.8		hypothetical protein
MH673671.2_1												Hypothetical
MH673671.2_2												Hypothetical
MH673671.2_3												Hypothetical
MH673671.2_4												Hypothetical
MH673671.2_5												Hypothetical
MH673671.2_6												Hypothetical
MH673671.2_7		K01447			phrog_822		PHROG:phrog_822	172	3.1e-20	68.8		amidase
MH673671.2_8												Hypothetical
MH673671.2_9												Hypothetical
MH673671.2_10												Hypothetical
MH673671.2_11												Hypothetical
MH673671.2_12					phrog_2666	VOG01157	PHROG:phrog_2666	206	2.8e-39	131.3		terminase large subunit
MH673671.2_13												Hypothetical
MH673671.2_14												Hypothetical
MH673671.2_15												Hypothetical
MH673671.2_16												Hypothetical
MH673671.2_17												Hypothetical
MH673671.2_18												Hypothetical
MH673671.2_19												Hypothetical
MH673671.2_20												Hypothetical
MH673671.2_21												Hypothetical
MH673671.2_22												Hypothetical
MH673671.2_23					phrog_2712		PHROG:phrog_2712	270	3.9e-21	64.8		tail fiber protein
MH673671.2_24												Hypothetical
MH673671.2_25					phrog_4912		PHROG:phrog_4912	84	2.5e-20	69.2		tail fiber assembly
MG159787.1_1												Hypothetical
MG159787.1_2					phrog_1907	VOG00710	PHROG:phrog_1907	562	4.3e-105	348.1		DNA polymerase
MG159787.1_3												Hypothetical
MG159787.1_4												Hypothetical
MG159787.1_5												Hypothetical
MG159787.1_6												Hypothetical
MG159787.1_7					phrog_14814	VOG37084	PHROG:phrog_14814	172	4.2e-21	71.7		hypothetical
MG159787.1_8					phrog_2666	VOG01157	VOG:VOG01157	226	4.4e-58	192.8		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
MG159787.1_9												Hypothetical
MG159787.1_10												Hypothetical
MG159787.1_11					phrog_5863	VOG06972	VOG:VOG06972	400	4.7e-170	561.7		hypothetical protein
MG159787.1_12												Hypothetical
MG159787.1_13					phrog_14462	VOG36854	VOG:VOG36854	88	5e-48	157.8		hypothetical protein
MG159787.1_14					phrog_8052	VOG03248	PHROG:phrog_8052	56	4.2e-29	96.2		membrane DNA delivery
MG159787.1_15					phrog_8052	VOG03248	PHROG:phrog_8052	72	1.4e-29	97.3		membrane DNA delivery
MG159787.1_16												Hypothetical
MG159787.1_17												Hypothetical
MG159787.1_18												Hypothetical
MG159787.1_19												Hypothetical
MG159787.1_20					phrog_873		PHROG:phrog_873	136	3.2e-46	154.1		endolysin
MG159787.1_21												Hypothetical
MG159787.1_22												Hypothetical
MG159787.1_23												Hypothetical
MG159787.1_24												Hypothetical
MG159787.1_25												Hypothetical
MG159787.1_26												Hypothetical
MG159787.1_27												Hypothetical
MG159787.1_28												Hypothetical
MG159787.1_29												Hypothetical
MG159787.1_30												Hypothetical
MG159787.1_31												Hypothetical
MG159787.1_32												Hypothetical
MF186604.1_1												Hypothetical
MF186604.1_2												Hypothetical
MF186604.1_3												Hypothetical
MF186604.1_4												Hypothetical
MF186604.1_5					phrog_1907	VOG00710	PHROG:phrog_1907	356	1.9e-36	121.9		DNA polymerase
MF186604.1_6					phrog_1907		PHROG:phrog_1907	187	8.5e-19	63.8		DNA polymerase
MF186604.1_7												Hypothetical
MF186604.1_8												Hypothetical
MF186604.1_9												Hypothetical
MF186604.1_10												Hypothetical
MF186604.1_11												Hypothetical
MF186604.1_12					phrog_2666	VOG01157	PHROG:phrog_2666	203	1.3e-43	145.6		terminase large subunit
MF186604.1_13												Hypothetical
MF186604.1_14												Hypothetical
MF186604.1_15												Hypothetical
MF186604.1_16												Hypothetical
MF186604.1_17												Hypothetical
MF186604.1_18												Hypothetical
MF186604.1_19												Hypothetical
MF186604.1_20												Hypothetical
MF186604.1_21												Hypothetical
KY817360.1_1												Hypothetical
KY817360.1_2												Hypothetical
KY817360.1_3												Hypothetical
KY817360.1_4												Hypothetical
KY817360.1_5					phrog_11768	VOG37002	VOG:VOG37002	586	0.0	1112.7		hypothetical protein
KY817360.1_6												Hypothetical
KY817360.1_7												Hypothetical
KY817360.1_8												Hypothetical
KY817360.1_9						VOG37004	VOG:VOG37004	164	3.7e-85	280.5		hypothetical protein
KY817360.1_10					phrog_2666	VOG01157	VOG:VOG01157	251	2.6e-73	242.6		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
KY817360.1_11						VOG37003	VOG:VOG37003	381	1.2e-235	777.8		tail fiber protein
KY817360.1_12												Hypothetical
KY817360.1_13												Hypothetical
KY817360.1_14												Hypothetical
KY817360.1_15						VOG37005	VOG:VOG37005	225	9.3e-122	401.5		hypothetical protein
KY817360.1_16			COG1652				COG:COG1652	329	2.4e-18	62.2		Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain
KY817360.1_17												Hypothetical
KY817360.1_18												Hypothetical
KY817360.1_19						VOG37007	VOG:VOG37007	220	4e-125	412.4		hypothetical protein
KY817360.1_20												Hypothetical
KY817360.1_21												Hypothetical
KY817360.1_22		K21471	COG0791		phrog_2810		COG:COG0791	220	1.2e-43	146.4		Cell wall-associated hydrolase, NlpC_P60 family
KY817360.1_23						VOG37006	VOG:VOG37006	96	1.8e-51	168.2		hypothetical protein
KY817360.1_24												Hypothetical
KY817360.1_25												Hypothetical
KY817360.1_26					phrog_4978		PHROG:phrog_4978	412	6.6e-105	348.2		tail protein
KY817360.1_27					phrog_1512	VOG31896	PHROG:phrog_1512	228	2.7e-88	292.5		endolysin
KY817360.1_28												Hypothetical
KY817360.1_29												Hypothetical
KY817360.1_30												Hypothetical
CP013282.1_1		K07273	COG3757	GH25	phrog_291		PHROG:phrog_291	266	3.6e-55	183.8		endolysin
CP013282.1_2					phrog_10120	VOG37223	VOG:VOG37223	294	6.7e-210	691.0		hypothetical protein
CP013282.1_3					phrog_9224	VOG37039	PHROG:phrog_9224	305	3.7e-174	573.9		hypothetical
CP013282.1_4					phrog_8240	VOG37038	PHROG:phrog_8240	171	4.9e-113	370.7		pentameric base spike protein
CP013282.1_5		K02395	COG1705	GH73	phrog_8251	VOG37037	PHROG:phrog_8251	251	1.8e-164	541.3		endolysin
CP013282.1_6					phrog_8814	VOG37224	VOG:VOG37224	205	7.1e-144	472.7		hypothetical protein
CP013282.1_7					phrog_7846	VOG37036	PHROG:phrog_7846	92	1.9e-50	165.3		hypothetical
CP013282.1_8					phrog_13072	VOG37035	PHROG:phrog_13072	49	8.6e-35	114.6		hypothetical
CP013282.1_9					phrog_15071	VOG37034	VOG:VOG37034	59	8.6e-37	121.4		hypothetical protein
CP013282.1_10					phrog_9080	VOG37033	PHROG:phrog_9080	144	6.8e-93	304.5		hypothetical
CP013282.1_11					phrog_4898	VOG00675	VOG:VOG00675	69	5.8e-27	89.8		Uncharacterized HNH endonuclease L245
CP013282.1_12					phrog_8076	VOG37032	PHROG:phrog_8076	77	7.9e-47	153.6		hypothetical
CP013282.1_13					phrog_5863	VOG06972	PHROG:phrog_5863	357	8.4e-194	639.3		minor head protein
CP013282.1_14					phrog_9939	VOG37222	VOG:VOG37222	85	2.3e-54	178.0		Uncharacterized protein 9
CP013282.1_15					phrog_7771	VOG37031	PHROG:phrog_7771	47	3.9e-33	109.3		hypothetical
CP013282.1_16					phrog_8056	VOG37030	PHROG:phrog_8056	47	1.3e-33	110.8		hypothetical
CP013282.1_17					phrog_2666	VOG01157	PHROG:phrog_2666	213	5.3e-79	261.3		terminase large subunit
CP013282.1_18					phrog_29621	VOG37220	VOG:VOG37220	103	4.1e-70	228.7		hypothetical protein
CP013282.1_19					phrog_9100	VOG37029	PHROG:phrog_9100	81	4.5e-53	173.8		hypothetical
CP013282.1_20					phrog_8764	VOG37056	PHROG:phrog_8764	146	1.6e-53	176.1		virion structural protein
CP013282.1_21					phrog_21361		PHROG:phrog_21361	58	3.7e-44	144.8		hypothetical
CP013282.1_22					phrog_23030		PHROG:phrog_23030	41	9.9e-34	111.3		hypothetical
CP013282.1_23					phrog_9714	VOG37221	PHROG:phrog_9714	51	1.9e-35	116.6		hypothetical
CP013282.1_24					phrog_3502		PHROG:phrog_3502	67	1.4e-24	82.7		hypothetical
CP013282.1_25		K21237			phrog_1907	VOG00710	PHROG:phrog_1907	735	7.6e-168	556.3		DNA polymerase
CP013282.1_26					phrog_8330	VOG37028	VOG:VOG37028	246	1.4e-137	453.6		tail fiber protein
CP013282.1_27					phrog_9076	VOG37026	VOG:VOG37026	75	6.4e-46	151.0		hypothetical protein
CP013282.1_28					phrog_6243	VOG02756	PHROG:phrog_6243	168	5.4e-71	233.6		single strand DNA binding protein
CP013282.1_29												Hypothetical
KF188458.1_1					phrog_22151		PHROG:phrog_22151	58	1.6e-37	123.9		hypothetical
KF188458.1_2					phrog_24295		PHROG:phrog_24295	197	4.7e-123	404.1		hypothetical
KF188458.1_3					phrog_1456		PHROG:phrog_1456	113	4.4e-28	94.4		DNA binding protein
KF188458.1_4					phrog_22355		PHROG:phrog_22355	92	5.9e-54	176.1		hypothetical
KF188458.1_5						VOG37270	VOG:VOG37270	68	3.2e-42	138.8		gp37
KF188458.1_6					phrog_8764	VOG37056	VOG:VOG37056	117	6.7e-64	209.5		kinase
KF188458.1_7					phrog_9100	VOG37029	VOG:VOG37029	84	9.9e-46	150.2		hypothetical protein
KF188458.1_8					phrog_2666	VOG01157	PHROG:phrog_2666	213	2.2e-73	242.9		terminase large subunit
KF188458.1_9					phrog_8056	VOG37030	VOG:VOG37030	47	4.2e-33	109.3		hypothetical protein
KF188458.1_10					phrog_7771	VOG37031	VOG:VOG37031	48	6.1e-32	105.4		hypothetical protein
KF188458.1_11					phrog_5863	VOG06972	PHROG:phrog_5863	354	5.6e-171	564.3		minor head protein
KF188458.1_12					phrog_8076	VOG37032	VOG:VOG37032	75	4.8e-46	151.0		hypothetical protein
KF188458.1_13					phrog_4898	VOG00675	VOG:VOG00675	60	2.2e-24	81.6		Uncharacterized HNH endonuclease L245
KF188458.1_14					phrog_34580	VOG37033	PHROG:phrog_34580	158	1.2e-101	333.9		hypothetical
KF188458.1_15					phrog_15071	VOG37034	VOG:VOG37034	59	1.6e-37	123.8		hypothetical protein
KF188458.1_16					phrog_13072	VOG37035	VOG:VOG37035	49	8.6e-33	108.4		hypothetical protein
KF188458.1_17					phrog_7846	VOG37036	VOG:VOG37036	92	8.3e-53	172.7		hypothetical protein
KF188458.1_18					phrog_33507	VOG37271	VOG:VOG37271	214	5.3e-139	457.1		hypothetical protein
KF188458.1_19		K02395	COG1705	GH73	phrog_8251	VOG37037	VOG:VOG37037	219	5.3e-132	435.0		hypothetical protein
KF188458.1_20					phrog_8240	VOG37038	VOG:VOG37038	176	3.8e-112	367.9		hypothetical protein
KF188458.1_21					phrog_9224	VOG37039	VOG:VOG37039	292	3.5e-151	498.5		hypothetical protein
KF188458.1_22												Hypothetical
KF188458.1_23					phrog_3321	VOG03658	PHROG:phrog_3321	119	3.3e-39	130.0		rhodanese-related sulfurtransferase
KF188458.1_24					phrog_29872	VOG37272	VOG:VOG37272	49	8.2e-37	121.0		hypothetical protein
KF188458.1_25		K17733			phrog_5115		PHROG:phrog_5115	214	1.3e-45	151.7		ferredoxin
KF188458.1_26					phrog_20414		PHROG:phrog_20414	899	0.0	2011.7		DNA polymerase
EU408779.1_1												Hypothetical
EU408779.1_2					phrog_6243	VOG02756	PHROG:phrog_6243	181	2.3e-69	228.4		single strand DNA binding protein
EU408779.1_3					phrog_9076	VOG37026	VOG:VOG37026	75	1.4e-45	149.9		hypothetical protein
EU408779.1_4					phrog_8330	VOG37028	VOG:VOG37028	234	5.5e-131	432.0		tail fiber protein
EU408779.1_5		K21237			phrog_1907	VOG00710	PHROG:phrog_1907	732	9.3e-149	493.1		DNA polymerase
EU408779.1_6					phrog_3502		PHROG:phrog_3502	68	1e-22	76.7		hypothetical
EU408779.1_7					phrog_9714	VOG37221	VOG:VOG37221	46	7.9e-30	98.8		hypothetical protein
EU408779.1_8												Hypothetical
EU408779.1_9						VOG37270	VOG:VOG37270	58	5.3e-37	122.1		gp37
EU408779.1_10					phrog_8764	VOG37056	VOG:VOG37056	115	3.8e-59	194.1		kinase
EU408779.1_11					phrog_14882	VOG37027	VOG:VOG37027	185	1.3e-106	351.6		hypothetical protein
EU408779.1_12					phrog_2666	VOG01157	PHROG:phrog_2666	213	4e-73	242.0		terminase large subunit
EU408779.1_13					phrog_7771	VOG37031	VOG:VOG37031	48	9.2e-34	111.3		hypothetical protein
EU408779.1_14					phrog_5863	VOG06972	PHROG:phrog_5863	355	1.6e-171	566.1		minor head protein
EU408779.1_15					phrog_8076	VOG37032	VOG:VOG37032	75	2.5e-46	151.9		hypothetical protein
EU408779.1_16					phrog_4898	VOG00675	PHROG:phrog_4898	57	8.9e-21	69.9		holin
EU408779.1_17					phrog_34580	VOG37033	PHROG:phrog_34580	158	3.6e-102	335.6		hypothetical
EU408779.1_18					phrog_15071	VOG37034	VOG:VOG37034	59	1.6e-37	123.8		hypothetical protein
EU408779.1_19					phrog_13072	VOG37035	VOG:VOG37035	49	2.6e-33	110.1		hypothetical protein
EU408779.1_20					phrog_7846	VOG37036	VOG:VOG37036	92	3.1e-52	170.9		hypothetical protein
EU408779.1_21					phrog_33507	VOG37271	VOG:VOG37271	211	3.1e-144	474.2		hypothetical protein
EU408779.1_22		K02395	COG1705	GH73	phrog_8251	VOG37037	VOG:VOG37037	219	8.7e-143	470.3		hypothetical protein
EU408779.1_23					phrog_8240	VOG37038	VOG:VOG37038	176	5.9e-112	367.3		hypothetical protein
EU408779.1_24					phrog_9224	VOG37039	VOG:VOG37039	305	3.3e-173	570.9		hypothetical protein
EU408779.1_25												Hypothetical
EU408779.1_26					phrog_3321	VOG03658	PHROG:phrog_3321	119	2.2e-38	127.4		rhodanese-related sulfurtransferase
EU408779.1_27					phrog_29872	VOG37272	PHROG:phrog_29872	50	1.8e-38	126.3		hypothetical
EU408779.1_28	K01448	K01448	COG0860		phrog_435	VOG37273	VOG:VOG37273	253	8.5e-155	510.2		virion structural protein
AY848684.1_1					phrog_15886	VOG37077	PHROG:phrog_15886	260	2.2e-181	596.8		hypothetical
AY848684.1_2			COG0417		phrog_1907	VOG00710	PHROG:phrog_1907	554	2.8e-124	412.4		DNA polymerase
AY848684.1_3					phrog_2860	VOG02356	PHROG:phrog_2860	150	5.4e-38	124.5		endolysin
AY848684.1_4					phrog_16118	VOG37078	PHROG:phrog_16118	592	0.0	1364.3		hypothetical
AY848684.1_5					phrog_15879	VOG37079	PHROG:phrog_15879	127	1.2e-89	292.9		hypothetical
AY848684.1_6					phrog_15674	VOG37079	PHROG:phrog_15674	341	1.1e-231	763.8		major spike protein
AY848684.1_7					phrog_15795	VOG37080	PHROG:phrog_15795	84	8.5e-58	188.7		hypothetical
AY848684.1_8					phrog_14809	VOG37081	PHROG:phrog_14809	69	8.3e-50	162.9		hypothetical
AY848684.1_9					phrog_15059	VOG37082	PHROG:phrog_15059	167	6.8e-106	347.4		minor head protein
AY848684.1_10					phrog_14814	VOG37084	PHROG:phrog_14814	108	1.5e-72	239.7		hypothetical
AY848684.1_11					phrog_2666	VOG01157	VOG:VOG01157	228	7.4e-63	208.3		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
AY848684.1_12					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
AY848684.1_13					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
