contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_ERR10905741_1b_4@C5	u3255255ctg_len-1012489_circular-yes_depth-4-4-3_mult-1.00 (with DTR)	Caudoviricetes sp. ct3ZM10	21008	None	27	2	0	0	Major Capsid Protein|Portal protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_40@C115	u3841230ctg_len-2251587_circular-yes_depth-104-100-97_mult-1.00 (with DTR)	Caudoviricetes sp. ct13GWQ	6314	None	7	2	0	0	minor capsid protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_40@C93	u3841230ctg_len-2251587_circular-yes_depth-104-100-97_mult-1.00 (with DTR)	Caudoviricetes sp. ct1QSYX	12277	None	17	2	0	0	Major Capsid Protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_40@C131	u3841230ctg_len-2251587_circular-yes_depth-104-100-97_mult-1.00 (with DTR)	Caudoviricetes sp. ctO1RK4	12827	None	13	3	0	0	Major Capsid Protein|Portal protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_41	u3314483ctg_len-32240_circular-yes_depth-121-121-51_mult-2.00 (with DTR)	Caudoviricetes sp. ctPX9B4	32270	DTR	60	2	2	0	Small Terminase|Small Terminase	DNAB Like Replicative Helicase|DNAB Like Replicative Helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_44	u3527003ctg_len-29924_circular-yes_depth-156-90-8_mult-1.00 (with DTR)	Caudoviricetes sp. ctZL1N7	29954	DTR	51	10	1	0	putative tail component|tail completion protein|tail protein|Receptor Binding Protein|Large Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Major Capsid Protein|head closure knob	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_54@C108	u641475ctg_len-2015040_circular-yes_depth-67-67-64_mult-1.00 (with DTR)	Caudoviricetes sp. ctKQRS8	8076	None	9	3	0	0	Major Capsid Protein|Portal protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_56	u4740299ctg_len-31686_circular-yes_depth-86-77-30_mult-1.00 (with DTR)	Caudoviricetes sp. ct1QUGU	31716	DTR	52	10	1	0	Receptor Binding Protein|tail protein|tail completion protein|putative tail component|head closure knob|Major Capsid Protein|Major Capsid Protein|minor capsid protein|Portal Protein|Large Terminase	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_59@C103	u88845ctg_len-1834906_circular-yes_depth-60-59-57_mult-1.00 (with DTR)	Caudoviricetes sp. ctEG4VO	18068	None	18	3	0	0	Major Capsid Protein|Portal protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_61	u3936856ctg_len-45464_circular-yes_depth-64-62-48_mult-1.00 (with DTR)	Caudoviricetes sp. ctFU6PM	45494	DTR	73	6	0	0	Large Terminase|Portal protein|phage prohead protease|Major Capsid Protein|Minor tail protein |type I neck protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_62	u3116733ctg_len-41170_circular-yes_depth-57-57-57_mult-1.00 (with DTR)	Caudoviricetes sp. ct1OQQZ	41200	DTR	61	10	2	0	Large Terminase|Portal protein|Portal protein|minor capsid protein|minor structural protein |Major Capsid Protein|Head Tail Connector Protein|putative tail component|Tail tube protein|Tail fiber protein	Helicase of the snf2 family|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_65	u4557374ctg_len-29951_circular-yes_depth-82-49-27_mult-1.00 (with DTR)	Caudoviricetes sp. ct1EF57	29981	DTR	47	13	1	0	Portal Protein|Large Terminase|minor structural protein|Major Capsid protein|head to tail adaptor|Minor capsid protein|type I neck protein|tail completion protein|tail protein |tail tape measure protein |tail protein|Baseplate wedge protein|Receptor Binding Protein	Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_67@C25	u1475979ctg_len-2964427_circular-yes_depth-79-68-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctGAYZF	18881	None	24	4	1	0	Small Terminase|Large Terminase|type I neck protein|tail tape measure protein 	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_67@C5	u1475979ctg_len-2964427_circular-yes_depth-79-68-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctGTBUB	46764	None	55	10	4	0	Small Terminase|Large Terminase|Portal|Major Capsid protein|Head Tail Connector Protein|Head tail adaptor|type I neck protein|tail component|tail tube protein|tail tape measure protein 	DNA Polymerase I|replicative DNA helicase|Helicase of the snf2 family|Replicative helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_67@C37	u1475979ctg_len-2964427_circular-yes_depth-79-68-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctDZPLV	47440	None	48	10	1	0	Small Terminase|Major Capsid protein|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail component|tail tube protein|tail tape measure protein |Distal Tail Protein|tail protein	Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_68	u363377ctg_len-797871_circular-yes_depth-62-53-40_mult-1.00 (with DTR)	unclassified virus sp. ctIMRAS	797901	DTR	893	5	3	0	head to tail adaptor|type I neck protein|virion envelope protein A14|type I neck protein|Zonular occludens toxin (Zot)	XPD; HELICAS|Rep 40 protein Helicase|DNA helicase		unclassified virus	prodigal-gv	11	NaN
ct3_ERR10905741_1b_69	u1638141ctg_len-132357_circular-yes_depth-74-69-7_mult-2.00 (with DTR)	Caudoviricetes sp. ctRACC1	132387	DTR	204	6	2	0	tail component|Tail Collar Domain|Large Terminase|tail component|Tail Collar Domain|Large Terminase	DNA helicase|DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_70	u4056353ctg_len-30554_circular-yes_depth-56-56-41_mult-1.00 (with DTR)	Caudoviricetes sp. ctFQEMM	30584	DTR	46	10	1	0	Large Terminase|Portal protein|prohead serine protease|Major Capsid Protein|head to tail adaptor|Minor capsid protein|type I neck protein|tail completion protein|tail protein |tail tape measure protein 	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_71@C153	u4339598ctg_len-2227476_circular-yes_depth-52-47-46_mult-1.00 (with DTR)	Caudoviricetes sp. ct459AU	13004	None	13	3	0	0	Major Capsid Protein|Portal protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_71@C75	u4339598ctg_len-2227476_circular-yes_depth-52-47-46_mult-1.00 (with DTR)	Caudoviricetes sp. ctSYL6O	72901	None	75	11	3	0	tail protein|Distal Tail Protein|tail tape measure protein |tail tube protein|tail component|type I neck protein|Head Tail Connector protein|Head Tail Connector Protein|Major Capsid protein|Portal|Large Terminase	Helicase of the snf2 family|dsDNA helicase|DNA Polymerase I		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_76	u2846476ctg_len-31235_circular-yes_depth-70-54-8_mult-1.00 (with DTR)	Caudoviricetes sp. ctDX9VF	31265	DTR	55	10	1	0	Large Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Major Capsid Protein|head closure knob|putative tail component|tail completion protein|tail protein|Receptor Binding Protein	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_79	u2440857ctg_len-25882_circular-yes_depth-113-9-7_mult-1.00 (with DTR)	unclassified virus sp. ctSMPYU	25912	DTR	40	2	0	0	DNA packaging NTPase|Tail collar fibre protein				prodigal-gv	11	NaN
ct3_ERR10905741_1b_8	u1964739ctg_len-31571_circular-yes_depth-622-611-584_mult-1.00 (with DTR)	Caudoviricetes sp. ctICPZF	31601	DTR	55	10	1	0	Receptor Binding Protein|tail protein|tail completion protein|putative tail component|head closure knob|Major Capsid Protein|Major Capsid Protein|minor capsid protein|Portal Protein|Large Terminase	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_85@C111	u1586890ctg_len-2162225_circular-yes_depth-66-25-24_mult-1.00 (with DTR)	Caudoviricetes sp. ctIC7DR	18834	None	19	3	0	0	Major Capsid Protein|Portal protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_93	u4570316ctg_len-38433_circular-yes_depth-66-36-6_mult-1.00 (with DTR)	Caudoviricetes sp. ctB8Y7H	38463	DTR	65	6	1	0	Large Terminase|Tail collar fibre protein|Portal Protein|Major Capsid protein|minor tail protein|Large Terminase	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_95@C324	u112693ctg_len-5450262_circular-yes_depth-36-36-34_mult-1.00 (with DTR)	Caudoviricetes sp. ctOQM9O	21888	None	33	2	1	0	DNA packaging protein|Large Terminase	replicative DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_95@C354	u112693ctg_len-5450262_circular-yes_depth-36-36-34_mult-1.00 (with DTR)	Caudoviricetes sp. ctOYK0P	25830	None	28	2	0	0	tail sheath|major tail protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_95@C272	u112693ctg_len-5450262_circular-yes_depth-36-36-34_mult-1.00 (with DTR)	Caudoviricetes sp. ct0J7PO	35225	None	42	11	1	0	tail tape measure protein |major tail protein|major tail protein|tail completion protein|tail component|Head Tail Connector protein|Head Tail Connector Protein|Major Capsid Protein|Portal Protein|Large Terminase|Small Terminase	Replicative helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_95@C156	u112693ctg_len-5450262_circular-yes_depth-36-36-34_mult-1.00 (with DTR)	Caudoviricetes sp. ct7QQTQ	44366	None	56	11	0	0	tail tape measure protein |major tail protein|major tail protein|tail completion protein|tail component|Head tail adaptor|Head Tail Connector Protein|Major Capsid Protein|Portal Protein|Large Terminase|Small Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_95@C270	u112693ctg_len-5450262_circular-yes_depth-36-36-34_mult-1.00 (with DTR)	Caudoviricetes sp. ctTJ44R	75502	None	87	11	1	0	tail tape measure protein |major tail protein|major tail protein|tail completion protein|tail component|Head tail adaptor|Head Tail Connector Protein|Major Capsid Protein|Portal Protein|Large Terminase|Small Terminase	replicative DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_95@C16	u112693ctg_len-5450262_circular-yes_depth-36-36-34_mult-1.00 (with DTR)	Caudoviricetes sp. ct10M87	77853	None	77	14	0	0	Large Terminase|Portal protein|minor capsid protein|Major Capsid Protein|Virion morphogenesis family|tail sheath|major tail protein|baseplate protein|tail tape measure protein |Baseplate wedge protein|Baseplate wedge protein|Tail protein|head to tail adaptor|Major capsid protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_96	u1072929ctg_len-749379_circular-yes_depth-34-34-34_mult-1.00 (with DTR)	Caudoviricetes sp. ct5QF1W	749409	DTR	829	5	7	0	Large Terminase|Large Terminase|Portal protein|Major Capsid protein|Genome packaging NTPase	DNA polymerase sliding clamp|DNA polymerase B|Large T antigen|DNA polymerase sliding clamp|Helicase ATPase|DNAB Like Replicative Helicase|DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_98	u4735339ctg_len-31686_circular-yes_depth-48-48-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctD4OPT	31716	DTR	54	10	1	0	Receptor Binding Protein|tail protein|tail completion protein|putative tail component|head closure knob|Major Capsid Protein|Major Capsid Protein|minor capsid protein|Portal Protein|Large Terminase	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
