gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_27	17980	18297	318	1	0.585	11	GGAGG	GENOMAD.098169.VP	4.125e-15	72	0	0	1	1246	Caudoviricetes	NA	NA	PF16677;COG2826	DNA-packaging protein gp3
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_28	18248	19483	1236	1	0.668	11	GGAGG	GENOMAD.059586.VV	2.84e-15	81	0	0	1	1246	Caudoviricetes	NA	NA	PF04466;PF11436;TIGR02215;COG5565	phage conserved hypothetical protein, phiE125 gp8 family
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_29	19483	20757	1275	1	0.668	11	GGAGG	GENOMAD.121818.VC	0.0008996	44	0	0	1	1246	Caudoviricetes	NA	NA	PF04860;TIGR01537;COG4695	phage portal protein, HK97 family
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_30	20754	22010	1257	1	0.683	11	GGAGG	GENOMAD.091876.VV	8.179e-12	70	0	0	1	1246	Caudoviricetes	NA	NA	PF04233;TIGR01641	phage putative head morphogenesis protein, SPP1 gp7 family
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_31	22007	22441	435	1	0.664	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_32	22438	22944	507	1	0.607	11	AGGAG	GENOMAD.208667.VP	6.848e-18	83	0	0	1	1246	Caudoviricetes	NA	NA	PF04586;PF04860;TIGR01543;COG3740;K06904	phage prohead protease, HK97 family
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_33	22954	24075	1122	1	0.640	11	AGGAG	GENOMAD.066477.VV	0.0007383	44	0	0	1	1246	Caudoviricetes	NA	NA	PF05065;COG1659	Phage capsid family
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_34	24087	24512	426	1	0.667	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_35	24515	24754	240	1	0.562	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_36	24702	25283	582	1	0.632	11	AGGA	GENOMAD.090419.VV	2.303e-43	158	0	0	1	1246	Caudoviricetes	NA	NA	PF05135;TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_37	25290	25742	453	1	0.636	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1106550ctg_len-26241_circular-yes_depth-197-6-4_mult-1.00_38	25739	26269	531	1	0.591	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_1	2	310	309	-1	0.625	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_2	369	554	186	-1	0.559	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_3	564	1226	663	-1	0.590	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_4	1223	1867	645	-1	0.642	11	AGGAG	GENOMAD.134142.VP	6.607e-10	61	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_5	1870	2559	690	-1	0.661	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_6	2568	3287	720	-1	0.619	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_7	3472	4071	600	1	0.638	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_8	4073	4351	279	1	0.606	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_9	4550	4912	363	-1	0.628	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_10	4983	5960	978	-1	0.590	11	AGGAG	GENOMAD.214412.VC	0.0001402	46	0	0	0	1	NA	NA	NA	PF09828;COG4275	Chromate resistance protein ChrB1
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_11	6024	6683	660	-1	0.697	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_12	6680	7342	663	-1	0.600	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_13	7329	7820	492	-1	0.650	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_14	7922	9310	1389	-1	0.549	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_15	9318	10487	1170	-1	0.544	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_16	10489	12720	2232	-1	0.647	11	GGA/GAG/AGG	GENOMAD.005798.VV	3.457e-41	167	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_17	12717	12893	177	-1	0.571	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_18	12890	13105	216	-1	0.574	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_19	13117	13665	549	-1	0.612	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_20	13662	14114	453	-1	0.629	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_21	14121	14702	582	-1	0.636	11	AGGAG	GENOMAD.090419.VV	4.682e-44	160	0	0	1	1246	Caudoviricetes	NA	NA	PF05135;TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_22	14650	14889	240	-1	0.588	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_23	14891	15316	426	-1	0.671	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_24	15332	16459	1128	-1	0.636	11	AGGAG	GENOMAD.066477.VV	0.0007446	44	0	0	1	1246	Caudoviricetes	NA	NA	PF05065;COG1659	Phage capsid family
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_25	16472	16981	510	-1	0.608	11	AGGAG	GENOMAD.208667.VP	3.211e-18	84	0	0	1	1246	Caudoviricetes	NA	NA	PF04586;PF04860;TIGR01543;COG3740;K06904	phage prohead protease, HK97 family
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_26	16978	17412	435	-1	0.662	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_27	17409	18665	1257	-1	0.684	11	GGAGG	GENOMAD.091876.VV	8.179e-12	70	0	0	1	1246	Caudoviricetes	NA	NA	PF04233;TIGR01641	phage putative head morphogenesis protein, SPP1 gp7 family
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_28	18662	19936	1275	-1	0.657	11	GGAGG	GENOMAD.121818.VC	0.0008996	44	0	0	1	1246	Caudoviricetes	NA	NA	PF04860;TIGR01537;COG4695	phage portal protein, HK97 family
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_29	19936	21171	1236	-1	0.665	11	GGAGG	GENOMAD.059586.VV	3.227e-16	84	0	0	1	1246	Caudoviricetes	NA	NA	PF04466;PF11436;TIGR02215;COG5565	phage conserved hypothetical protein, phiE125 gp8 family
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_30	21122	21439	318	-1	0.585	11	None	GENOMAD.098169.VP	5.054e-13	66	0	0	1	1246	Caudoviricetes	NA	NA	PF16677;COG2826	DNA-packaging protein gp3
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_31	21439	21828	390	-1	0.621	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_32	22617	22838	222	1	0.432	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_33	22867	23265	399	1	0.541	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_34	23280	23558	279	1	0.491	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_35	23800	23997	198	1	0.480	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u1755019ctg_len-26020_circular-yes_depth-127-47-34_mult-1.00_36	24054	26048	1995	-1	0.671	11	None	GENOMAD.141444.VV	5.379e-20	98	0	0	0	1246	Caudoviricetes	NA	NA	PF01057;PF02257;TIGR01613;COG5545	phage/plasmid primase, P4 family, C-terminal domain
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_1	83	325	243	-1	0.683	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_2	538	945	408	1	0.640	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_3	1126	2229	1104	-1	0.651	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_4	2260	3363	1104	-1	0.582	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_5	3360	3869	510	-1	0.616	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_6	3829	4353	525	-1	0.558	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_7	4371	4682	312	-1	0.583	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_8	4868	5170	303	1	0.601	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_9	5167	5403	237	1	0.650	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_10	5492	5863	372	1	0.651	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_11	5860	6138	279	1	0.606	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_12	6152	6253	102	1	0.598	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_13	6240	6416	177	1	0.554	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_14	6413	6802	390	1	0.600	11	GGA/GAG/AGG	GENOMAD.045996.VV	2.584e-13	68	0	0	0	1246	Caudoviricetes	NA	NA	PF09012;TIGR02702;COG1777	FeoC like transcriptional regulator
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_15	6774	6911	138	1	0.529	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_16	6901	7197	297	1	0.515	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_17	7246	7464	219	1	0.616	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_18	7505	8542	1038	1	0.598	11	AGGAG	GENOMAD.118423.VV	7.163e-16	82	0	0	1	1246	Caudoviricetes	NA	NA	PF09588;COG5377;TIGR03033	Phage-related protein, predicted endonuclease
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_19	8532	9356	825	1	0.598	11	AGGAG	GENOMAD.126732.VP	1.321e-49	180	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_20	9501	10370	870	1	0.614	11	None	GENOMAD.021533.VV	1.577e-20	95	0	0	1	1246	Caudoviricetes	NA	NA	TIGR01714	phage replisome organizer, putative, N-terminal region
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_21	10318	11070	753	1	0.639	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_22	11556	11657	102	1	0.510	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_23	11770	11991	222	1	0.527	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_24	12051	12422	372	1	0.556	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_25	12667	12861	195	1	0.579	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_26	12854	13405	552	1	0.634	11	GGAG/GAGG	GENOMAD.190713.VP	1.389e-35	135	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_27	13502	13804	303	1	0.594	11	GGAG/GAGG	GENOMAD.221607.VP	1.53e-07	50	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_28	13788	14363	576	1	0.608	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_29	14368	14601	234	1	0.577	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_30	14711	15208	498	1	0.596	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_31	15288	16034	747	1	0.596	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_32	16031	17113	1083	1	0.588	11	GGAG/GAGG	GENOMAD.122504.VV	4.038e-05	48	0	0	0	1	NA	NA	NA	COG2143	Thioredoxin-related protein
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_33	17110	17451	342	1	0.602	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_34	17498	18301	804	1	0.597	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_35	18309	18836	528	1	0.593	11	GGAG/GAGG	GENOMAD.151076.VP	5.731e-11	63	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_36	18836	20278	1443	1	0.602	11	GGA/GAG/AGG	GENOMAD.056307.VV	8.981e-15	80	0	0	0	3554	Pbunavirus	NA	NA	PF03275;PF06100;TIGR00031;K16839;COG0562	UDP-galactopyranose mutase
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_37	20266	20616	351	1	0.587	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_38	20600	21322	723	1	0.588	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_39	21326	22840	1515	1	0.598	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_40	22843	23481	639	1	0.576	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_41	23945	24328	384	1	0.581	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_42	24412	25914	1503	1	0.616	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_43	25967	26350	384	1	0.641	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_44	26401	27453	1053	1	0.591	11	AGGAG	GENOMAD.180398.VP	2.803e-66	232	0	0	1	1	NA	NA	NA	TIGR04387	major capsid protein, N4-gp56 family
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_45	27478	28029	552	1	0.618	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_46	28048	28620	573	1	0.579	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_47	28666	29004	339	1	0.590	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_48	29028	30668	1641	1	0.545	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_49	30685	31383	699	1	0.628	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_50	31380	31652	273	1	0.615	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_51	31637	31993	357	1	0.599	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_52	31993	32514	522	1	0.609	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_53	32636	34366	1731	1	0.640	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_54	34363	36426	2064	1	0.600	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_55	36436	37068	633	1	0.640	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_56	37061	39451	2391	1	0.622	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_57	39451	40032	582	1	0.546	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_58	40032	40358	327	1	0.639	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00_59	40516	41322	807	1	0.665	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_1	2	2176	2175	1	0.554	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_2	2193	2885	693	1	0.509	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_3	2882	3211	330	1	0.521	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_4	3208	3501	294	1	0.537	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_5	3576	4061	486	1	0.537	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_6	4042	4428	387	1	0.530	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_7	4425	5114	690	1	0.514	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_8	5135	5305	171	1	0.480	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_9	5292	8198	2907	1	0.572	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_10	8259	8693	435	1	0.549	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_11	8693	9334	642	1	0.569	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_12	9558	9860	303	1	0.475	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_13	10232	10519	288	-1	0.538	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_14	10692	11033	342	1	0.497	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_15	11094	11402	309	1	0.495	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_16	11590	11796	207	1	0.531	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_17	11789	13363	1575	1	0.535	11	GGA/GAG/AGG	GENOMAD.029693.VV	1.78e-05	50	0	0	1	1246	Caudoviricetes	NA	NA	COG5410	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_18	13360	14595	1236	1	0.561	11	None	GENOMAD.009099.VV	0.0002082	46	0	0	1	1246	Caudoviricetes	NA	NA	PF05133;TIGR01538;COG3567	phage portal protein, SPP1 family
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_19	14588	15076	489	1	0.532	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_20	15080	15991	912	1	0.593	11	GGAG/GAGG	GENOMAD.129403.VV	1.561e-50	184	0	0	1	1246	Caudoviricetes	NA	NA	PF11651;TIGR04387	P22 coat protein - gene protein 5
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_21	16077	16454	378	1	0.574	11	GGA/GAG/AGG	GENOMAD.060815.VV	0.0002016	42	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_22	16432	16818	387	1	0.550	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_23	16815	17825	1011	1	0.558	11	None	GENOMAD.006311.VV	2.054e-30	126	0	0	1	1246	Caudoviricetes	NA	NA	PF06152;TIGR01641;COG5585	Phage minor capsid protein 2
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_24	17827	18159	333	1	0.502	11	GGAG/GAGG	GENOMAD.022958.VV	3.725e-26	104	0	0	1	1246	Caudoviricetes	NA	NA	PF11114;TIGR01725	Minor capsid protein
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_25	18156	18560	405	1	0.509	11	GGA/GAG/AGG	GENOMAD.026520.VV	3.636e-11	62	0	0	1	1246	Caudoviricetes	NA	NA	PF12691	Bacteriophage minor capsid protein
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_26	18557	18985	429	1	0.492	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_27	18996	19460	465	1	0.531	11	AGGAG	GENOMAD.086609.VV	0.0004091	42	0	0	1	1246	Caudoviricetes	NA	NA	PF16463;COG5437;TIGR02126	Predicted secreted protein
u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00_28	19470	19826	357	1	0.538	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
